# Wind Estimator
#
# Q = diag( 1.00000 1.00000 1.00000 0.01000 0.01000 0.01000 )
# R = diag( 0.25000 0.25000 0.25000 0.01000 0.01000 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az vkx vky vkz va aoa q1 q2 q3 q4 phi theta u v w wx wy wz t
0.00045 -0.00127 -0.00131 -0.323 -0.006 -9.695 -0.03 -0.00 0.20 0.00 0.00000 0.14393 0.01697 -0.00198 0.98943 0.0009 -0.0341 -0.002 -0.159 0.328 -0.143 -0.149 -0.492 42110
0.00013 -0.00079 -0.00006 -0.310 -0.006 -9.679 -0.04 -0.01 0.17 0.00 0.00000 0.14557 0.01710 -0.00179 0.98919 0.0014 -0.0343 -0.001 -0.157 0.305 -0.138 -0.151 -0.495 42210
0.00110 -0.00079 -0.00020 -0.330 -0.018 -9.679 -0.04 -0.01 0.16 0.00 0.00000 0.14625 0.01717 -0.00166 0.98909 0.0017 -0.0344 -0.001 -0.151 0.303 -0.133 -0.152 -0.499 42310
0.00051 -0.00008 -0.00086 -0.314 0.003 -9.656 -0.06 -0.00 0.24 0.00 0.00000 0.14655 0.01751 -0.00196 0.98904 0.0012 -0.0352 -0.000 -0.163 0.371 -0.134 -0.155 -0.504 42410
0.00098 0.00039 -0.00092 -0.316 -0.018 -9.650 -0.06 0.00 0.24 0.00 0.00000 0.14635 0.01766 -0.00210 0.98907 0.0010 -0.0355 -0.000 -0.169 0.380 -0.136 -0.156 -0.507 42510
-0.00076 -0.00079 -0.00119 -0.312 -0.008 -9.697 -0.05 -0.00 0.17 0.00 0.00000 0.14680 0.01719 -0.00200 0.98901 0.0010 -0.0346 -0.001 -0.170 0.316 -0.134 -0.156 -0.504 42610
0.00050 -0.00077 -0.00086 -0.323 -0.001 -9.687 -0.03 -0.00 0.13 0.00 0.00000 0.14623 0.01691 -0.00190 0.98910 0.0011 -0.0340 -0.001 -0.169 0.279 -0.130 -0.157 -0.506 42710
0.00089 -0.00126 -0.00139 -0.332 0.000 -9.638 -0.03 0.01 0.18 0.00 0.00000 0.14566 0.01689 -0.00237 0.98918 0.0002 -0.0341 -0.000 -0.193 0.321 -0.128 -0.163 -0.514 42810
0.00104 -0.00126 -0.00020 -0.315 0.000 -9.664 -0.03 0.02 0.19 0.00 0.00000 0.14703 0.01691 -0.00259 0.98898 -0.0001 -0.0342 -0.000 -0.208 0.347 -0.127 -0.167 -0.520 42910
0.00095 -0.00122 -0.00094 -0.318 -0.000 -9.654 -0.01 0.01 0.08 0.00 0.00000 0.14741 0.01636 -0.00236 0.98893 0.0001 -0.0330 -0.001 -0.207 0.264 -0.121 -0.170 -0.530 43010
0.00056 0.00001 -0.00014 -0.301 -0.003 -9.670 0.00 0.00 0.04 0.00 0.00000 0.14711 0.01610 -0.00222 0.98898 0.0003 -0.0325 -0.001 -0.203 0.227 -0.113 -0.172 -0.538 43110
0.00012 -0.00076 -0.00005 -0.341 0.003 -9.692 -0.03 -0.00 0.09 0.00 0.00000 0.14518 0.01702 -0.00172 0.98925 0.0015 -0.0341 -0.000 -0.176 0.268 -0.110 -0.166 -0.545 43210
0.00101 -0.00006 -0.00090 -0.310 -0.011 -9.646 -0.06 -0.01 0.11 0.00 0.00000 0.14525 0.01760 -0.00143 0.98923 0.0022 -0.0352 0.001 -0.153 0.299 -0.113 -0.160 -0.558 43310
0.00093 0.00047 -0.00138 -0.310 -0.023 -9.722 -0.02 -0.01 -0.07 0.00 0.00000 0.14488 0.01677 -0.00159 0.98930 0.0017 -0.0336 -0.001 -0.161 0.160 -0.110 -0.163 -0.568 43410
0.00156 -0.00072 -0.00021 -0.303 0.000 -9.721 -0.01 -0.01 -0.11 0.00 0.00000 0.14368 0.01644 -0.00166 0.98948 0.0014 -0.0330 -0.001 -0.171 0.107 -0.104 -0.165 -0.576 43510
-0.00002 -0.00079 -0.00076 -0.324 -0.008 -9.687 -0.05 0.02 -0.03 0.00 0.00000 0.14454 0.01752 -0.00248 0.98933 0.0001 -0.0353 0.001 -0.202 0.166 -0.110 -0.171 -0.585 43610
0.00086 -0.00082 -0.00137 -0.330 -0.006 -9.691 -0.06 0.04 -0.01 0.00 0.00000 0.14488 0.01800 -0.00282 0.98928 -0.0003 -0.0364 0.001 -0.221 0.208 -0.119 -0.173 -0.598 43710
-0.00003 -0.00127 -0.00075 -0.305 -0.011 -9.669 -0.05 0.03 0.04 0.00 0.00000 0.14432 0.01750 -0.00250 0.98937 0.0000 -0.0353 0.000 -0.215 0.280 -0.121 -0.170 -0.612 43810
0.00094 -0.00125 -0.00089 -0.318 -0.000 -9.681 -0.04 0.02 0.06 0.00 0.00000 0.14472 0.01722 -0.00233 0.98931 0.0003 -0.0347 -0.000 -0.211 0.315 -0.121 -0.169 -0.624 43910
0.00155 -0.00124 -0.00022 -0.316 -0.001 -9.699 -0.04 0.00 0.06 0.00 0.00000 0.14450 0.01715 -0.00174 0.98935 0.0014 -0.0344 -0.001 -0.185 0.325 -0.119 -0.164 -0.628 44010
0.00060 -0.00001 -0.00012 -0.310 0.008 -9.673 -0.04 -0.01 0.07 0.00 0.00000 0.14575 0.01712 -0.00142 0.98917 0.0021 -0.0343 -0.000 -0.168 0.340 -0.117 -0.161 -0.632 44110
-0.00074 -0.00073 -0.00065 -0.322 -0.011 -9.654 -0.02 0.01 0.07 0.00 0.00000 0.14396 0.01692 -0.00217 0.98943 0.0005 -0.0341 -0.000 -0.197 0.343 -0.117 -0.167 -0.637 44210
0.00042 -0.00073 -0.00081 -0.320 -0.027 -9.657 -0.01 0.04 0.07 0.00 0.00000 0.14399 0.01679 -0.00273 0.98943 -0.0005 -0.0340 -0.001 -0.228 0.343 -0.117 -0.174 -0.642 44310
0.00042 -0.00069 -0.00081 -0.320 0.006 -9.686 0.00 0.03 0.00 0.00 0.00000 0.14437 0.01620 -0.00265 0.98938 -0.0005 -0.0328 -0.002 -0.239 0.295 -0.112 -0.177 -0.645 44410
0.00149 0.00006 -0.00021 -0.307 -0.003 -9.687 0.02 0.02 -0.02 0.00 0.00000 0.14406 0.01574 -0.00246 0.98943 -0.0003 -0.0318 -0.002 -0.235 0.267 -0.102 -0.179 -0.650 44510
0.00054 -0.00116 -0.00008 -0.332 -0.006 -9.694 0.01 0.01 -0.03 0.00 0.00000 0.14365 0.01607 -0.00213 0.98949 0.0003 -0.0324 -0.001 -0.217 0.256 -0.095 -0.176 -0.658 44610
0.00105 -0.00070 -0.00015 -0.324 -0.029 -9.689 -0.00 0.00 -0.03 0.00 0.00000 0.14417 0.01655 -0.00181 0.98941 0.0011 -0.0332 -0.000 -0.195 0.261 -0.091 -0.172 -0.667 44710
0.00139 -0.00071 -0.00145 -0.326 0.001 -9.674 -0.01 -0.00 0.00 0.00 0.00000 0.14590 0.01691 -0.00150 0.98915 0.0019 -0.0339 -0.000 -0.180 0.304 -0.090 -0.169 -0.676 44810
0.00060 0.00049 -0.00013 -0.311 0.001 -9.643 -0.03 -0.01 0.03 0.00 0.00000 0.14675 0.01716 -0.00122 0.98902 0.0026 -0.0343 0.000 -0.163 0.351 -0.092 -0.164 -0.687 44910
0.00012 -0.00001 -0.00006 -0.327 -0.018 -9.668 -0.04 -0.01 0.04 0.00 0.00000 0.14635 0.01753 -0.00122 0.98907 0.0027 -0.0350 -0.000 -0.154 0.360 -0.096 -0.161 -0.691 45010
0.00011 -0.00126 -0.00006 -0.317 -0.006 -9.654 -0.06 0.00 0.02 0.00 0.00000 0.14660 0.01805 -0.00139 0.98902 0.0025 -0.0361 0.000 -0.158 0.346 -0.103 -0.158 -0.693 45110
0.00009 -0.00123 -0.00005 -0.324 0.000 -9.675 -0.04 0.00 0.00 0.00 0.00000 0.14578 0.01750 -0.00158 0.98916 0.0019 -0.0350 -0.000 -0.172 0.332 -0.107 -0.160 -0.694 45210
0.00046 0.00004 -0.00083 -0.312 -0.008 -9.690 -0.00 0.00 0.01 0.00 0.00000 0.14551 0.01650 -0.00179 0.98921 0.0012 -0.0331 -0.001 -0.189 0.335 -0.103 -0.165 -0.695 45310
0.00046 -0.00065 -0.00082 -0.319 0.008 -9.644 0.01 -0.00 0.01 0.00 0.00000 0.14478 0.01607 -0.00163 0.98933 0.0014 -0.0322 -0.001 -0.191 0.343 -0.096 -0.167 -0.701 45410
0.00048 -0.00112 -0.00082 -0.331 -0.011 -9.691 0.02 -0.01 0.00 0.00 0.00000 0.14515 0.01586 -0.00126 0.98928 0.0021 -0.0317 -0.002 -0.172 0.334 -0.086 -0.166 -0.702 45510
-0.00005 -0.00066 -0.00124 -0.338 0.000 -9.704 0.00 -0.02 0.00 0.00 0.00000 0.14512 0.01630 -0.00109 0.98927 0.0025 -0.0325 -0.002 -0.160 0.334 -0.080 -0.164 -0.700 45610
0.00098 -0.00070 -0.00090 -0.310 0.008 -9.665 -0.02 -0.02 0.02 0.00 0.00000 0.14573 0.01700 -0.00103 0.98917 0.0029 -0.0339 -0.000 -0.152 0.352 -0.081 -0.162 -0.702 45710
0.00146 -0.00071 -0.00093 -0.314 0.003 -9.669 -0.03 -0.02 -0.00 0.00 0.00000 0.14401 0.01725 -0.00103 0.98942 0.0029 -0.0344 -0.000 -0.150 0.336 -0.084 -0.162 -0.704 45810
0.00000 -0.00169 -0.00077 -0.314 -0.013 -9.688 -0.03 -0.01 -0.02 0.00 0.00000 0.14550 0.01730 -0.00119 0.98920 0.0026 -0.0345 -0.000 -0.153 0.313 -0.087 -0.163 -0.706 45910
0.00106 -0.00119 -0.00016 -0.316 -0.016 -9.684 -0.02 -0.01 0.03 0.00 0.00000 0.14552 0.01725 -0.00120 0.98920 0.0026 -0.0344 -0.000 -0.154 0.358 -0.089 -0.163 -0.707 46010
0.00048 -0.00118 -0.00082 -0.309 -0.013 -9.669 -0.02 -0.01 0.11 0.00 0.00000 0.14510 0.01713 -0.00113 0.98926 0.0027 -0.0342 -0.000 -0.152 0.431 -0.091 -0.163 -0.705 46110
0.00105 -0.00069 -0.00017 -0.310 0.000 -9.626 -0.02 -0.01 0.12 0.00 0.00000 0.14585 0.01705 -0.00134 0.98915 0.0023 -0.0341 -0.001 -0.165 0.437 -0.092 -0.166 -0.697 46210
-0.00076 0.00052 -0.00065 -0.305 -0.006 -9.636 -0.01 0.00 0.10 0.00 0.00000 0.14469 0.01699 -0.00175 0.98932 0.0014 -0.0341 -0.001 -0.186 0.415 -0.094 -0.170 -0.685 46310
0.00045 -0.00069 -0.00080 -0.312 0.001 -9.638 -0.02 0.00 0.13 0.00 0.00000 0.14403 0.01709 -0.00161 0.98942 0.0017 -0.0343 -0.000 -0.184 0.432 -0.094 -0.169 -0.674 46410
0.00112 0.00002 0.00034 -0.336 -0.016 -9.634 -0.03 -0.01 0.18 0.00 0.00000 0.14371 0.01734 -0.00112 0.98946 0.0027 -0.0346 -0.000 -0.158 0.457 -0.095 -0.164 -0.661 46510
0.00195 0.00001 -0.00100 -0.319 0.003 -9.604 -0.04 -0.02 0.16 0.00 0.00000 0.14465 0.01763 -0.00084 0.98932 0.0034 -0.0351 -0.000 -0.141 0.437 -0.097 -0.159 -0.648 46610
0.00109 0.00096 -0.00014 -0.326 -0.006 -9.600 -0.06 -0.03 0.14 0.00 0.00000 0.14437 0.01807 -0.00057 0.98935 0.0040 -0.0359 0.000 -0.122 0.415 -0.102 -0.155 -0.639 46710
-0.00003 -0.00169 -0.00125 -0.324 -0.016 -9.621 -0.05 -0.04 0.10 0.00 0.00000 0.14594 0.01761 -0.00060 0.98913 0.0039 -0.0350 -0.000 -0.119 0.378 -0.103 -0.154 -0.634 46810
-0.00072 -0.00113 -0.00067 -0.334 -0.008 -9.677 -0.00 -0.04 0.05 0.00 0.00000 0.14560 0.01654 -0.00077 0.98920 0.0032 -0.0329 -0.002 -0.134 0.325 -0.098 -0.160 -0.631 46910
0.00047 -0.00065 -0.00085 -0.331 -0.013 -9.641 -0.00 -0.03 0.11 0.00 0.00000 0.14701 0.01655 -0.00099 0.98899 0.0029 -0.0330 -0.001 -0.146 0.370 -0.094 -0.167 -0.633 47010
0.00152 0.00101 -0.00023 -0.328 -0.001 -9.618 -0.03 -0.02 0.20 0.00 0.00000 0.14572 0.01727 -0.00119 0.98917 0.0026 -0.0345 -0.000 -0.155 0.453 -0.096 -0.169 -0.635 47110
0.00013 -0.00071 0.00044 -0.319 0.008 -9.602 -0.04 -0.01 0.19 0.00 0.00000 0.14588 0.01759 -0.00126 0.98914 0.0026 -0.0351 -0.000 -0.159 0.444 -0.100 -0.168 -0.627 47210
0.00095 0.00000 -0.00091 -0.316 0.000 -9.605 -0.05 -0.02 0.17 0.00 0.00000 0.14692 0.01782 -0.00121 0.98898 0.0028 -0.0356 0.000 -0.153 0.416 -0.104 -0.166 -0.617 47310
-0.00001 -0.00121 -0.00076 -0.315 -0.011 -9.607 -0.05 -0.02 0.18 0.00 0.00000 0.14570 0.01786 -0.00107 0.98916 0.0030 -0.0356 0.000 -0.144 0.423 -0.108 -0.163 -0.611 47410
0.00048 -0.00119 -0.00083 -0.299 -0.001 -9.628 -0.05 -0.03 0.20 0.00 0.00000 0.14583 0.01774 -0.00088 0.98914 0.0034 -0.0353 -0.000 -0.135 0.429 -0.110 -0.160 -0.604 47510
0.00153 0.00002 -0.00023 -0.340 -0.008 -9.595 -0.05 -0.03 0.20 0.00 0.00000 0.14606 0.01766 -0.00093 0.98911 0.0033 -0.0352 -0.000 -0.134 0.427 -0.112 -0.161 -0.598 47610
0.00094 0.00002 -0.00087 -0.326 -0.001 -9.615 -0.05 -0.02 0.21 0.00 0.00000 0.14501 0.01766 -0.00122 0.98927 0.0026 -0.0353 -0.000 -0.150 0.430 -0.115 -0.165 -0.591 47710
-0.00077 -0.00169 -0.00068 -0.332 -0.001 -9.624 -0.06 -0.01 0.23 0.00 0.00000 0.14687 0.01782 -0.00151 0.98899 0.0022 -0.0357 -0.000 -0.162 0.437 -0.119 -0.166 -0.582 47810
-0.00006 -0.00001 -0.00075 -0.327 -0.008 -9.612 -0.07 0.00 0.23 0.00 0.00000 0.14500 0.01829 -0.00182 0.98925 0.0016 -0.0367 0.000 -0.176 0.433 -0.127 -0.168 -0.573 47910
0.00100 -0.00074 -0.00017 -0.314 -0.011 -9.627 -0.08 0.00 0.22 0.00 0.00000 0.14628 0.01832 -0.00168 0.98907 0.0020 -0.0367 0.000 -0.171 0.414 -0.132 -0.166 -0.564 48010
0.00094 -0.00072 -0.00085 -0.335 -0.013 -9.596 -0.07 -0.02 0.18 0.00 0.00000 0.14392 0.01808 -0.00111 0.98942 0.0030 -0.0361 0.000 -0.146 0.383 -0.133 -0.160 -0.563 48110
-0.00065 -0.00070 0.00007 -0.307 -0.011 -9.606 -0.06 -0.02 0.18 0.00 0.00000 0.14494 0.01781 -0.00105 0.98927 0.0030 -0.0355 0.000 -0.140 0.380 -0.133 -0.158 -0.565 48210
0.00059 -0.00067 0.00041 -0.307 0.008 -9.631 -0.04 -0.01 0.18 0.00 0.00000 0.14371 0.01732 -0.00136 0.98946 0.0022 -0.0346 -0.000 -0.158 0.379 -0.132 -0.163 -0.566 48310
0.00004 -0.00065 -0.00001 -0.334 -0.008 -9.658 -0.03 -0.02 0.15 0.00 0.00000 0.14479 0.01702 -0.00135 0.98931 0.0022 -0.0340 -0.001 -0.160 0.357 -0.128 -0.165 -0.566 48410
0.00060 -0.00112 0.00041 -0.319 -0.011 -9.635 -0.02 -0.03 0.10 0.00 0.00000 0.14428 0.01679 -0.00108 0.98939 0.0027 -0.0335 -0.001 -0.150 0.316 -0.121 -0.164 -0.570 48510
0.00135 -0.00064 -0.00141 -0.317 -0.003 -9.658 -0.03 -0.03 0.11 0.00 0.00000 0.14454 0.01689 -0.00101 0.98935 0.0028 -0.0337 -0.001 -0.145 0.324 -0.116 -0.165 -0.574 48610
0.00044 -0.00067 -0.00084 -0.317 -0.006 -9.616 -0.05 -0.03 0.13 0.00 0.00000 0.14668 0.01743 -0.00106 0.98902 0.0030 -0.0348 0.000 -0.141 0.351 -0.117 -0.165 -0.583 48710
0.00053 -0.00116 -0.00011 -0.326 -0.006 -9.631 -0.05 -0.03 0.13 0.00 0.00000 0.14694 0.01744 -0.00119 0.98899 0.0027 -0.0348 -0.000 -0.144 0.355 -0.118 -0.166 -0.590 48810
-0.00078 -0.00065 -0.00068 -0.321 0.003 -9.619 -0.04 -0.02 0.10 0.00 0.00000 0.14696 0.01715 -0.00138 0.98899 0.0022 -0.0343 -0.000 -0.157 0.344 -0.118 -0.170 -0.598 48910
0.00040 -0.00111 -0.00084 -0.316 -0.003 -9.629 -0.01 -0.01 0.00 0.00 0.00000 0.14724 0.01667 -0.00163 0.98895 0.0016 -0.0334 -0.000 -0.174 0.264 -0.115 -0.176 -0.608 49010
-0.00267 -0.00058 0.00031 -0.321 -0.013 -9.700 0.01 -0.00 -0.10 0.00 0.00000 0.14578 0.01593 -0.00196 0.98918 0.0007 -0.0321 -0.002 -0.195 0.172 -0.106 -0.182 -0.616 49110
0.00083 -0.00057 -0.00088 -0.326 -0.016 -9.653 0.02 0.00 -0.04 0.00 0.00000 0.14586 0.01571 -0.00231 0.98917 0.0000 -0.0317 -0.000 -0.217 0.205 -0.097 -0.190 -0.624 49210
0.00298 0.00064 -0.00113 -0.323 -0.013 -9.645 0.03 0.02 0.01 0.00 0.00000 0.14414 0.01579 -0.00275 0.98942 -0.0008 -0.0320 -0.000 -0.243 0.277 -0.092 -0.197 -0.637 49310
0.00196 0.00059 0.00023 -0.329 -0.001 -9.645 -0.00 0.01 0.05 0.00 0.00000 0.14359 0.01668 -0.00238 0.98949 0.0000 -0.0337 0.000 -0.229 0.332 -0.091 -0.193 -0.650 49410
-0.00078 0.00001 -0.00060 -0.332 -0.013 -9.674 -0.07 -0.00 0.09 0.00 0.00000 0.14251 0.01826 -0.00146 0.98962 0.0023 -0.0365 0.001 -0.174 0.370 -0.099 -0.180 -0.655 49510
0.00150 -0.00122 -0.00018 -0.314 -0.032 -9.643 -0.10 -0.01 0.09 0.00 0.00000 0.14388 0.01878 -0.00119 0.98941 0.0030 -0.0375 0.001 -0.147 0.377 -0.112 -0.172 -0.657 49610
-0.00079 -0.00073 -0.00064 -0.313 -0.008 -9.627 -0.09 -0.00 0.08 0.00 0.00000 0.14445 0.01862 -0.00146 0.98933 0.0024 -0.0372 0.001 -0.158 0.376 -0.123 -0.171 -0.659 49710
0.00001 -0.00065 -0.00000 -0.305 -0.013 -9.635 -0.05 -0.01 0.04 0.00 0.00000 0.14453 0.01736 -0.00155 0.98934 0.0019 -0.0348 -0.000 -0.171 0.344 -0.124 -0.174 -0.662 49810
0.00038 -0.00055 -0.00080 -0.316 -0.011 -9.633 0.01 -0.02 0.03 0.00 0.00000 0.14494 0.01573 -0.00153 0.98931 0.0015 -0.0315 -0.002 -0.185 0.338 -0.113 -0.182 -0.668 49910
0.00104 0.00017 0.00038 -0.318 -0.018 -9.597 0.01 -0.03 0.01 0.00 0.00000 0.14244 0.01581 -0.00118 0.98967 0.0021 -0.0316 -0.001 -0.168 0.332 -0.101 -0.178 -0.679 50010
0.00092 0.00011 -0.00082 -0.332 -0.006 -9.616 -0.03 -0.05 0.01 0.00 0.00000 0.14225 0.01697 -0.00066 0.98968 0.0035 -0.0338 -0.000 -0.134 0.341 -0.097 -0.170 -0.689 50110
0.00197 0.00058 -0.00023 -0.303 -0.001 -9.646 -0.04 -0.03 -0.01 0.00 0.00000 0.14275 0.01726 -0.00102 0.98960 0.0028 -0.0344 -0.000 -0.143 0.322 -0.100 -0.173 -0.697 50210
0.00046 0.00009 -0.00006 -0.341 0.013 -9.633 -0.03 0.00 -0.02 0.00 0.00000 0.14399 0.01707 -0.00201 0.98942 0.0009 -0.0343 0.000 -0.194 0.319 -0.105 -0.186 -0.706 50310
-0.00085 0.00007 -0.00060 -0.326 -0.003 -9.628 -0.04 0.01 0.04 0.00 0.00000 0.14280 0.01736 -0.00230 0.98959 0.0004 -0.0350 0.000 -0.212 0.378 -0.110 -0.190 -0.714 50410
-0.00182 -0.00167 -0.00048 -0.317 -0.032 -9.645 -0.07 0.01 0.10 0.00 0.00000 0.14304 0.01805 -0.00225 0.98954 0.0006 -0.0363 0.000 -0.204 0.434 -0.118 -0.185 -0.713 50510
0.00045 -0.00116 -0.00007 -0.320 -0.006 -9.634 -0.06 0.01 0.09 0.00 0.00000 0.14468 0.01775 -0.00213 0.98931 0.0009 -0.0357 -0.000 -0.203 0.421 -0.123 -0.182 -0.705 50610
0.00148 0.00012 0.00028 -0.315 0.006 -9.636 -0.02 -0.00 0.06 0.00 0.00000 0.14459 0.01676 -0.00193 0.98934 0.0010 -0.0337 -0.001 -0.204 0.390 -0.119 -0.184 -0.697 50710
0.00262 -0.00058 -0.00034 -0.322 0.008 -9.636 -0.00 0.00 0.04 0.00 0.00000 0.14439 0.01633 -0.00204 0.98938 0.0006 -0.0329 -0.001 -0.215 0.375 -0.114 -0.190 -0.694 50810
0.00145 -0.00057 0.00030 -0.308 -0.013 -9.630 0.01 0.01 0.00 0.00 0.00000 0.14372 0.01612 -0.00232 0.98948 0.0000 -0.0325 -0.001 -0.230 0.344 -0.109 -0.196 -0.696 50910
-0.00007 -0.00105 0.00001 -0.343 -0.011 -9.635 0.02 0.02 0.00 0.00 0.00000 0.14331 0.01597 -0.00254 0.98954 -0.0004 -0.0323 -0.001 -0.245 0.343 -0.103 -0.201 -0.701 51010
-0.00140 0.00017 -0.00056 -0.329 -0.018 -9.599 0.03 0.03 0.00 0.00 0.00000 0.14401 0.01578 -0.00295 0.98944 -0.0012 -0.0320 -0.000 -0.268 0.351 -0.098 -0.208 -0.711 51110
0.00038 -0.00106 -0.00003 -0.320 -0.016 -9.644 0.02 0.04 0.01 0.00 0.00000 0.14284 0.01606 -0.00300 0.98960 -0.0013 -0.0326 -0.001 -0.275 0.359 -0.094 -0.209 -0.716 51210
-0.00019 0.00062 -0.00071 -0.326 0.003 -9.614 0.01 0.04 0.02 0.00 0.00000 0.14383 0.01642 -0.00302 0.98946 -0.0012 -0.0333 -0.000 -0.278 0.379 -0.094 -0.208 -0.722 51310
0.00139 0.00013 -0.00017 -0.322 -0.001 -9.630 -0.00 0.02 0.03 0.00 0.00000 0.14341 0.01665 -0.00242 0.98951 -0.0000 -0.0336 -0.000 -0.250 0.388 -0.092 -0.201 -0.724 51410
-0.00001 0.00013 -0.00000 -0.308 -0.000 -9.670 -0.01 -0.00 0.02 0.00 0.00000 0.14485 0.01681 -0.00160 0.98930 0.0017 -0.0337 -0.001 -0.205 0.374 -0.089 -0.190 -0.721 51510
0.00000 -0.00107 0.00000 -0.313 -0.006 -9.640 -0.00 -0.01 0.00 0.00 0.00000 0.14423 0.01663 -0.00126 0.98940 0.0023 -0.0332 -0.000 -0.181 0.362 -0.086 -0.184 -0.721 51610
0.00087 -0.00105 -0.00086 -0.314 -0.016 -9.612 0.00 -0.02 -0.00 0.00 0.00000 0.14491 0.01629 -0.00119 0.98930 0.0023 -0.0325 -0.000 -0.175 0.360 -0.082 -0.185 -0.727 51710
0.00185 -0.00057 -0.00101 -0.334 0.001 -9.608 -0.00 -0.02 0.08 0.00 0.00000 0.14638 0.01660 -0.00111 0.98908 0.0026 -0.0331 -0.000 -0.171 0.434 -0.082 -0.186 -0.730 51810
-0.00007 -0.00109 -0.00074 -0.323 -0.003 -9.573 -0.02 -0.03 0.18 0.00 0.00000 0.14541 0.01714 -0.00103 0.98922 0.0029 -0.0342 -0.000 -0.160 0.514 -0.084 -0.182 -0.724 51910
0.00048 -0.00109 -0.00009 -0.312 0.001 -9.594 -0.02 -0.01 0.12 0.00 0.00000 0.14644 0.01713 -0.00140 0.98906 0.0022 -0.0343 -0.000 -0.175 0.444 -0.088 -0.185 -0.701 52010
0.00082 0.00013 -0.00082 -0.324 -0.001 -9.606 -0.00 0.00 0.03 0.00 0.00000 0.14308 0.01681 -0.00204 0.98956 0.0007 -0.0338 -0.000 -0.212 0.369 -0.090 -0.194 -0.691 52110
0.00045 -0.00059 -0.00001 -0.312 -0.016 -9.630 -0.01 -0.00 0.01 0.00 0.00000 0.14149 0.01700 -0.00163 0.98979 0.0015 -0.0341 -0.000 -0.198 0.342 -0.089 -0.191 -0.690 52210
0.00147 0.00011 -0.00012 -0.319 -0.013 -9.611 -0.03 -0.03 0.00 0.00 0.00000 0.14084 0.01739 -0.00079 0.98987 0.0033 -0.0346 0.000 -0.155 0.335 -0.089 -0.180 -0.697 52310
-0.00005 -0.00110 -0.00068 -0.328 0.008 -9.644 -0.04 -0.04 0.04 0.00 0.00000 0.14208 0.01756 -0.00057 0.98969 0.0038 -0.0349 0.000 -0.136 0.368 -0.091 -0.176 -0.702 52410
0.00052 0.00010 -0.00004 -0.314 -0.006 -9.588 -0.04 -0.05 0.05 0.00 0.00000 0.14307 0.01763 -0.00053 0.98955 0.0039 -0.0350 0.000 -0.128 0.392 -0.095 -0.174 -0.710 52510
0.00136 -0.00058 -0.00090 -0.333 -0.003 -9.604 -0.02 -0.03 0.12 0.00 0.00000 0.14389 0.01696 -0.00095 0.98944 0.0029 -0.0338 -0.000 -0.153 0.452 -0.096 -0.182 -0.711 52610
0.00036 -0.00103 -0.00079 -0.312 -0.027 -9.583 0.01 -0.02 0.17 0.00 0.00000 0.14512 0.01623 -0.00149 0.98927 0.0017 -0.0325 -0.001 -0.186 0.492 -0.094 -0.195 -0.701 52710
0.00096 -0.00058 -0.00012 -0.323 -0.008 -9.603 -0.01 -0.02 0.15 0.00 0.00000 0.14449 0.01686 -0.00119 0.98936 0.0025 -0.0337 -0.001 -0.177 0.456 -0.092 -0.193 -0.681 52810
-0.00064 -0.00111 0.00056 -0.303 -0.008 -9.558 -0.05 -0.04 0.13 0.00 0.00000 0.14518 0.01775 -0.00079 0.98924 0.0035 -0.0353 0.000 -0.147 0.434 -0.095 -0.183 -0.670 52910
0.00047 0.00010 -0.00009 -0.317 -0.016 -9.596 -0.04 -0.02 0.12 0.00 0.00000 0.14630 0.01759 -0.00132 0.98908 0.0025 -0.0351 0.000 -0.165 0.416 -0.100 -0.186 -0.662 53010
0.00128 0.00013 -0.00093 -0.320 -0.008 -9.585 -0.01 0.01 0.12 0.00 0.00000 0.14579 0.01698 -0.00225 0.98916 0.0004 -0.0342 -0.000 -0.220 0.417 -0.105 -0.200 -0.660 53110
0.00088 -0.00060 -0.00014 -0.338 -0.006 -9.606 -0.01 0.01 0.13 0.00 0.00000 0.14598 0.01708 -0.00234 0.98913 0.0003 -0.0344 -0.000 -0.235 0.420 -0.107 -0.204 -0.657 53210
0.00080 0.00011 -0.00089 -0.333 0.000 -9.567 -0.03 0.01 0.15 0.00 0.00000 0.14744 0.01736 -0.00218 0.98891 0.0008 -0.0349 0.000 -0.228 0.439 -0.109 -0.200 -0.656 53310
0.00001 -0.00113 0.00046 -0.306 -0.018 -9.607 -0.05 0.00 0.19 0.00 0.00000 0.14582 0.01797 -0.00192 0.98914 0.0014 -0.0361 0.000 -0.208 0.458 -0.115 -0.193 -0.647 53410
0.00142 0.00004 -0.00021 -0.318 -0.003 -9.590 -0.09 0.00 0.21 0.00 0.00000 0.14617 0.01865 -0.00167 0.98908 0.0021 -0.0373 0.001 -0.190 0.463 -0.123 -0.184 -0.635 53510
0.00131 -0.00066 -0.00093 -0.308 -0.029 -9.621 -0.07 0.00 0.17 0.00 0.00000 0.14593 0.01832 -0.00176 0.98912 0.0018 -0.0367 0.000 -0.191 0.421 -0.130 -0.183 -0.621 53610
0.00074 -0.00111 -0.00133 -0.321 -0.016 -9.603 -0.04 0.01 0.15 0.00 0.00000 0.14502 0.01754 -0.00201 0.98927 0.0011 -0.0353 -0.000 -0.212 0.399 -0.132 -0.188 -0.616 53710
