# Wind Estimator
#
# Q = diag( 0.01000000 0.01000000 0.01000000 0.00010000 0.00010000 0.00010000 0.00000001 )
# R = diag( 0.25000000 0.25000000 0.25000000 0.25000000 0.00000400 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az q1 q2 q3 q4 vkx vky vkz va aoa u v w wx wy wz vas t
-0.14153 -0.73936 -0.01682 4.401 -0.011 9.606 0.9989 -0.0038 0.0473 -0.0008 0.30868 0.00099 0.49018 1.09310 1.09458 0.431 -0.011 0.866 -0.090 0.003 -0.147 1.025 100
-0.26664 -1.34990 0.15158 3.804 0.074 9.449 0.9999 -0.0150 -0.0049 0.0032 0.42103 0.00195 0.60665 2.23025 1.01831 0.943 -0.071 1.541 -0.207 0.008 -0.347 1.161 200
-0.30266 -1.65724 0.42019 3.375 0.216 9.118 0.9967 -0.0289 -0.0731 0.0183 0.43337 0.01147 0.61400 3.19346 0.88802 1.615 -0.202 1.979 -0.332 0.011 -0.575 1.241 300
-0.21465 -1.73458 0.75863 3.268 0.633 8.830 0.9853 -0.0439 -0.1569 0.0519 0.42070 0.03582 0.59532 4.30941 0.72819 2.388 -0.400 2.123 -0.448 -0.002 -0.793 1.332 400
-0.02597 -1.63323 1.02298 3.495 1.317 8.183 0.9671 -0.0526 -0.2290 0.0977 0.41411 0.08051 0.57011 5.17779 0.56678 3.141 -0.648 1.992 -0.565 -0.031 -0.988 1.399 500
0.30950 -1.56059 1.11147 3.337 1.853 5.951 0.9397 -0.0512 -0.2977 0.1606 0.40132 0.14136 0.46080 5.90635 0.41179 3.652 -0.924 1.594 -0.665 -0.049 -1.155 1.468 600
-0.04955 5.31401 -0.02082 -9.108 1.599 -3.536 0.9695 -0.0064 -0.2180 0.1118 -1.93238 0.23344 -1.61258 0.00000 2.80732 -7.198 -0.769 -2.197 2.187 2.017 3.603 3.941 700
-0.00417 0.38236 -0.44279 -3.712 0.738 5.515 0.9938 -0.0417 0.0190 0.1017 -0.79358 0.01235 -0.08814 0.05035 -2.34549 -5.373 1.909 19.017 -0.620 -2.809 -6.379 1.440 800
0.04239 -0.09454 -0.11814 0.527 0.038 3.686 0.9949 -0.0400 0.0104 0.0918 -0.30479 -0.06701 0.19165 0.02418 -1.72126 2.318 -4.041 20.552 -2.393 1.111 -9.522 0.412 900
0.05828 -0.07349 0.00388 -0.043 -0.677 2.759 0.9952 -0.0359 0.0030 0.0913 -0.13323 -0.07599 0.19820 0.00134 1.46780 2.139 -3.872 20.329 -2.550 1.201 -10.709 0.218 1000
0.07424 -0.02768 0.00305 -0.084 -0.664 2.598 0.9953 -0.0314 -0.0005 0.0916 -0.06663 -0.08024 0.17913 0.01258 1.47574 1.920 -3.686 19.866 -2.598 1.279 -11.537 0.154 1100
0.09986 -0.00138 0.00071 -0.049 -0.675 2.678 0.9955 -0.0254 -0.0015 0.0917 -0.03371 -0.08080 0.17578 0.17353 -1.61307 56.176 -2.585 15.322 -7.421 -0.322 -12.134 0.112 1200
0.12988 0.00176 0.00003 -0.066 -0.577 2.659 0.9956 -0.0187 -0.0015 0.0918 -0.01971 -0.07965 0.17808 0.00000 -1.63866 55.387 6.515 -67.403 -8.007 -7.477 6.678 0.291 1300
0.17496 -0.00242 -0.00040 -0.031 -0.597 2.651 0.9957 -0.0094 -0.0011 0.0918 -0.01129 -0.07580 0.17751 0.00456 -1.62248 31.698 7.872 -81.511 -7.755 -9.462 14.472 0.149 1400
0.02284 0.02612 0.00115 0.039 -0.390 2.626 0.9958 -0.0008 -0.0004 0.0918 -0.00921 -0.07507 0.15941 0.00000 -1.71129 12.144 8.722 -81.864 -6.375 -10.163 19.612 0.111 1500
-0.00966 -0.00564 0.00439 0.100 -0.326 2.698 0.9958 0.0004 -0.0004 0.0920 -0.00480 -0.06912 0.17611 0.12559 1.48870 118.592 11.688 -72.449 -19.821 -15.412 22.376 0.042 1600
-0.01177 -0.00981 0.00467 -0.052 -0.651 2.534 0.9957 0.0009 -0.0010 0.0922 -0.00473 -0.06745 0.17143 0.03201 1.49177 132.378 6.719 11.483 -27.655 -12.514 9.157 0.056 1700
-0.00431 -0.00567 0.00470 -0.050 -0.549 2.544 0.9957 0.0018 -0.0017 0.0925 -0.00489 -0.06927 0.16572 0.10717 1.49319 110.052 1.848 72.213 -30.852 -8.599 -4.601 0.060 1800
-0.00013 -0.00252 0.00416 -0.023 -0.520 2.496 0.9957 0.0029 -0.0020 0.0926 -0.00417 -0.06940 0.16490 0.00000 -1.64562 159.113 7.713 -9.174 -41.890 -16.244 7.121 0.029 1900
-0.00018 -0.00156 0.00320 -0.020 -0.524 2.392 0.9957 0.0041 -0.0023 0.0928 -0.00471 -0.06822 0.16263 0.00000 -1.64825 136.765 11.360 -68.105 -43.714 -20.187 17.881 0.023 2000
-0.00012 -0.00255 0.00319 -0.047 -0.460 2.399 0.9957 0.0052 -0.0026 0.0929 -0.00447 -0.06462 0.15971 0.00000 0.00074 135.622 11.455 -47.475 -48.063 -21.163 16.926 0.020 2100
-0.00005 -0.00257 0.00319 -0.007 -0.437 2.308 0.9956 0.0064 -0.0029 0.0931 -0.00357 -0.06270 0.15643 0.00000 -0.00103 128.683 11.311 -31.258 -51.011 -21.622 15.659 0.018 2200
0.00001 -0.00356 0.00319 -0.025 -0.514 2.320 0.9956 0.0074 -0.0032 0.0933 -0.00075 -0.06137 0.15531 0.00000 0.00193 119.690 11.037 -19.307 -52.963 -21.755 14.336 0.017 2300
0.00020 -0.00260 0.00416 -0.067 -0.468 2.291 0.9956 0.0085 -0.0034 0.0935 -0.00097 -0.05973 0.15236 0.02416 0.00121 110.530 10.732 -11.380 -54.246 -21.729 13.163 0.016 2400
0.00026 -0.00359 0.00416 -0.008 -0.425 2.247 0.9956 0.0095 -0.0037 0.0937 -0.00132 -0.05849 0.15079 0.16654 -0.00039 102.194 10.454 -6.608 -55.114 -21.639 12.200 0.016 2500
0.00129 -0.00360 0.00404 0.053 -0.394 2.190 0.9955 0.0106 -0.0040 0.0939 -0.00131 -0.05506 0.14878 0.00000 0.00001 95.007 10.205 -3.862 -55.725 -21.523 11.406 0.016 2600
0.00134 -0.00361 0.00404 -0.040 -0.425 2.207 0.9955 0.0116 -0.0043 0.0941 -0.00176 -0.05391 0.14586 0.00847 0.00121 88.933 9.975 -2.307 -56.162 -21.394 10.734 0.015 2700
0.00140 -0.00460 0.00404 0.057 -0.416 2.173 0.9955 0.0126 -0.0046 0.0943 -0.00153 -0.05290 0.14297 0.10573 -0.00191 83.870 9.767 -1.593 -56.480 -21.262 10.168 0.015 2800
0.00132 -0.00363 0.00307 -0.017 -0.406 2.130 0.9954 0.0136 -0.0049 0.0944 -0.00063 -0.05076 0.14182 0.00000 -0.00206 79.653 9.580 -1.202 -56.710 -21.126 9.666 0.015 2900
0.00139 -0.00462 0.00307 0.039 -0.452 2.067 0.9954 0.0149 -0.0052 0.0946 0.00577 -0.06984 0.14006 0.00000 -0.00144 76.162 9.387 -0.959 -56.878 -20.982 9.210 0.014 3000
0.00158 -0.00365 0.00403 0.007 -0.364 2.047 0.9954 0.0160 -0.0054 0.0947 0.00360 -0.05692 0.13710 0.00478 0.00020 73.276 9.202 -0.746 -57.002 -20.833 8.786 0.014 3100
0.00152 -0.00366 0.00307 -0.025 -0.353 1.997 0.9953 0.0171 -0.0056 0.0949 0.00133 -0.05012 0.13467 0.00000 0.00044 70.892 9.030 -0.609 -57.095 -20.684 8.394 0.014 3200
0.00156 -0.00464 0.00306 -0.015 -0.401 1.937 0.9953 0.0180 -0.0059 0.0950 0.00063 -0.04806 0.13267 0.00845 0.00111 68.928 8.858 -0.503 -57.167 -20.537 8.028 0.014 3300
0.00163 -0.00368 0.00306 -0.021 -0.350 1.943 0.9953 0.0192 -0.0061 0.0952 0.00358 -0.05559 0.13087 0.02131 0.00113 67.313 8.692 -0.428 -57.223 -20.390 7.685 0.013 3400
0.00168 -0.00368 0.00306 0.028 -0.283 1.970 0.9952 0.0201 -0.0063 0.0953 0.00173 -0.04641 0.12829 0.04180 -0.00052 65.991 8.539 -0.429 -57.267 -20.248 7.367 0.013 3500
0.00172 -0.00369 0.00306 -0.005 -0.276 1.923 0.9952 0.0210 -0.0066 0.0955 0.00061 -0.04002 0.12709 0.00000 0.00020 64.902 8.389 -0.392 -57.304 -20.109 7.065 0.013 3600
0.00177 -0.00370 0.00306 0.111 -0.639 1.853 0.9952 0.0219 -0.0068 0.0956 0.00946 -0.06632 0.12556 0.00000 0.00016 64.013 8.205 -0.365 -57.335 -19.972 6.779 0.013 3700
0.00184 -0.00370 0.00306 0.049 -0.191 1.775 0.9951 0.0231 -0.0069 0.0957 0.00573 -0.04784 0.12210 0.00000 0.00055 63.286 8.068 -0.332 -57.361 -19.837 6.508 0.013 3800
0.00188 -0.00370 0.00306 -0.058 -0.240 1.758 0.9951 0.0239 -0.0071 0.0959 0.00384 -0.03850 0.11935 0.03349 -0.00074 62.679 7.933 -0.349 -57.385 -19.707 6.253 0.012 3900
0.00205 -0.00371 0.00403 -0.029 -0.268 1.782 0.9950 0.0247 -0.0073 0.0960 0.00085 -0.03607 0.11738 0.00000 -0.00003 62.183 7.792 -0.323 -57.406 -19.580 6.008 0.012 4000
0.00208 -0.00371 0.00403 0.182 -0.195 1.766 0.9950 0.0254 -0.0075 0.0962 0.00384 -0.03057 0.11583 0.00000 0.00103 61.795 7.656 -0.269 -57.424 -19.455 5.773 0.012 4100
0.00199 -0.00372 0.00306 0.076 -0.156 1.674 0.9950 0.0260 -0.0076 0.0964 0.00439 -0.02645 0.11226 0.00000 2.96255 61.118 4.563 96.134 -57.673 -16.153 -0.045 0.012 4200
0.00119 -0.00274 0.00415 0.082 -0.783 1.759 0.9949 0.0269 -0.0077 0.0966 0.01095 -0.06702 0.11215 0.08641 0.00049 117.310 5.232 79.761 -71.155 -19.425 -2.290 0.009 4300
0.00125 -0.00372 0.00415 0.110 -0.200 1.644 0.9949 0.0280 -0.0078 0.0968 0.00786 -0.04595 0.10941 0.06509 0.00214 125.749 5.123 58.759 -74.827 -19.985 -3.452 0.008 4400
0.00129 -0.00372 0.00415 0.030 -0.167 1.604 0.9948 0.0287 -0.0080 0.0969 0.00465 -0.03259 0.10757 0.00000 -0.00035 125.298 5.160 39.405 -76.594 -20.361 -3.824 0.007 4500
0.00132 -0.00275 0.00415 0.039 -0.189 1.608 0.9948 0.0293 -0.0081 0.0972 0.00382 -0.02580 0.10590 0.05542 0.00079 120.676 5.277 24.461 -77.383 -20.657 -3.770 0.007 4600
0.00135 -0.00275 0.00415 -0.022 -0.096 1.477 0.9948 0.0299 -0.0082 0.0973 0.00506 -0.02534 0.10352 0.00000 -1.65370 120.735 8.145 -48.368 -77.069 -23.786 1.466 0.007 4700
0.00140 -0.00275 0.00415 0.040 -0.077 1.555 0.9947 0.0308 -0.0083 0.0975 0.00390 -0.03808 0.10308 0.00743 0.00075 126.610 8.456 -31.356 -80.400 -24.800 1.258 0.006 4800
0.00144 -0.00275 0.00415 0.162 -0.297 1.571 0.9947 0.0315 -0.0084 0.0977 0.01241 -0.05025 0.10058 0.10300 -0.00022 123.642 8.514 -20.100 -81.832 -25.203 1.132 0.006 4900
0.00149 -0.00275 0.00415 -0.007 -0.070 1.514 0.9946 0.0324 -0.0084 0.0979 0.00736 -0.03040 0.09847 0.09197 -0.00178 118.654 8.493 -12.463 -82.550 -25.349 0.992 0.005 5000
0.00151 -0.00275 0.00415 0.097 -0.101 1.455 0.9946 0.0329 -0.0085 0.0981 0.00608 -0.02206 0.09664 0.00000 0.00177 113.606 8.421 -7.398 -82.952 -25.379 0.842 0.005 5100
0.00154 -0.00275 0.00415 0.007 -0.176 1.389 0.9946 0.0334 -0.0086 0.0983 0.00484 -0.01732 0.09480 0.04498 -0.00201 109.085 8.342 -4.441 -83.203 -25.375 0.719 0.005 5200
0.00155 -0.00275 0.00415 -0.016 -0.084 1.378 0.9945 0.0337 -0.0087 0.0985 0.00330 -0.01414 0.09353 0.00000 0.00048 105.251 8.269 -2.605 -83.379 -25.353 0.606 0.005 5300
0.00157 -0.00275 0.00415 -0.011 -0.129 1.397 0.9945 0.0341 -0.0088 0.0987 0.00381 -0.01407 0.09167 0.00000 -0.00098 102.056 8.198 -1.600 -83.508 -25.328 0.510 0.005 5400
0.00158 -0.00372 0.00414 0.037 -0.058 1.345 0.9945 0.0344 -0.0089 0.0989 0.00392 -0.01229 0.08983 0.02652 0.00076 99.414 8.131 -0.972 -83.604 -25.296 0.418 0.005 5500
0.00160 -0.00372 0.00414 0.086 -0.086 1.397 0.9952 0.0373 0.0564 0.0702 0.00560 -0.01267 0.08874 0.00000 0.00072 96.964 9.028 -0.028 -83.608 -25.244 0.633 0.005 5600
-0.00000 -0.00103 -0.00091 -1.137 -0.086 1.301 0.9955 0.0373 0.0554 0.0666 -0.07267 -0.01244 0.08980 0.00000 -0.00078 94.841 9.951 0.414 -83.606 -25.227 0.832 0.005 5700
0.00012 -0.00017 0.00000 -1.071 -0.118 1.346 0.9959 0.0371 0.0534 0.0630 -0.10899 -0.01299 0.08924 0.00793 -0.00169 93.096 10.825 0.591 -83.598 -25.230 1.012 0.004 5800
0.00012 -0.00029 -0.00004 -1.039 -0.143 1.264 0.9962 0.0370 0.0512 0.0603 -0.11962 -0.01311 0.08717 0.03550 0.00098 91.658 11.629 0.741 -83.587 -25.245 1.167 0.004 5900
0.00012 -0.00044 -0.00006 -0.892 -0.122 1.253 0.9964 0.0370 0.0488 0.0580 -0.12015 -0.01269 0.08519 0.10635 0.00049 90.488 12.368 0.768 -83.573 -25.271 1.305 0.004 6000
-0.00085 -0.00057 0.00004 -0.992 -0.133 1.355 0.9966 0.0370 0.0465 0.0564 -0.12171 -0.01302 0.08444 0.06629 -0.00272 89.517 13.036 0.642 -83.556 -25.309 1.434 0.004 6100
-0.00085 -0.00071 0.00003 -0.946 -0.171 1.243 0.9968 0.0369 0.0441 0.0550 -0.11895 -0.01289 0.08222 0.11818 -0.00052 88.719 13.625 0.614 -83.541 -25.346 1.543 0.004 6200
-0.00086 -0.00083 0.00002 -0.893 0.057 1.241 0.9970 0.0370 0.0420 0.0542 -0.11333 -0.01057 0.08097 0.01058 -0.00043 88.072 14.154 0.575 -83.526 -25.385 1.639 0.004 6300
-0.00086 -0.00096 0.00002 -0.921 -0.041 1.161 0.9971 0.0369 0.0397 0.0535 -0.11028 -0.01048 0.07760 0.00000 0.00002 87.538 14.602 0.540 -83.513 -25.422 1.722 0.004 6400
-0.00086 -0.00108 0.00002 -0.878 -0.062 1.219 0.9972 0.0370 0.0378 0.0532 -0.10738 -0.00886 0.07817 0.12381 -0.00033 87.106 14.979 0.491 -83.501 -25.457 1.795 0.004 6500
-0.00086 -0.00120 0.00003 -0.729 -0.109 1.166 0.9973 0.0370 0.0356 0.0529 -0.10118 -0.00901 0.07561 0.00000 -0.00077 86.765 15.292 0.424 -83.490 -25.490 1.858 0.004 6600
-0.00087 -0.00131 0.00003 -0.716 0.047 1.106 0.9973 0.0370 0.0338 0.0528 -0.09870 -0.00907 0.07334 0.06570 -0.00066 86.490 15.563 0.370 -83.481 -25.518 1.912 0.004 6700
-0.00087 -0.00142 0.00004 -0.702 -0.059 1.114 0.9974 0.0370 0.0319 0.0528 -0.09427 -0.00862 0.07361 0.06014 0.00066 86.268 15.773 0.369 -83.475 -25.541 1.955 0.004 6800
-0.00087 -0.00152 0.00005 -0.698 -0.072 1.091 0.9975 0.0370 0.0301 0.0529 -0.08990 -0.00746 0.07193 0.00000 0.00014 86.090 15.939 0.332 -83.469 -25.561 1.991 0.004 6900
-0.00100 -0.00162 -0.00091 -0.650 -0.068 1.005 0.9975 0.0371 0.0283 0.0530 -0.08559 -0.00805 0.06923 0.00000 -0.00124 85.949 16.077 0.244 -83.465 -25.578 2.022 0.004 7000
-0.00100 -0.00073 -0.00090 -0.623 -0.013 0.950 0.9975 0.0371 0.0268 0.0531 -0.08288 -0.00907 0.06875 0.00000 -0.00071 85.839 16.188 0.201 -83.461 -25.590 2.045 0.004 7100
-0.00100 -0.00181 -0.00089 -0.624 -0.075 1.032 0.9976 0.0371 0.0251 0.0533 -0.07941 -0.00907 0.06818 0.00000 0.00120 85.750 16.263 0.231 -83.459 -25.597 2.058 0.004 7200
-0.00003 -0.00189 -0.00101 -0.624 -0.087 0.921 0.9976 0.0372 0.0237 0.0535 -0.07747 -0.00957 0.06634 0.02769 0.00004 85.680 16.316 0.188 -83.458 -25.603 2.067 0.003 7300
-0.00100 -0.00198 -0.00087 -0.571 -0.014 1.011 0.9976 0.0373 0.0221 0.0538 -0.07359 -0.00636 0.06485 0.09498 -0.00052 85.631 16.350 0.137 -83.457 -25.605 2.072 0.003 7400
-0.00100 -0.00205 -0.00086 -0.496 0.013 0.870 0.9976 0.0373 0.0207 0.0541 -0.06953 -0.00641 0.06326 0.03442 -0.00012 85.600 16.366 0.104 -83.457 -25.604 2.071 0.003 7500
-0.00100 -0.00213 -0.00085 -0.479 -0.084 0.970 0.9976 0.0373 0.0193 0.0545 -0.06691 -0.00519 0.06238 0.00000 -0.00033 85.578 16.357 0.074 -83.457 -25.601 2.065 0.003 7600
-0.00003 -0.00220 -0.00097 -0.455 -0.014 0.926 0.9976 0.0373 0.0180 0.0547 -0.06285 -0.00707 0.06164 0.05746 0.00033 85.565 16.344 0.068 -83.458 -25.595 2.053 0.003 7700
-0.00100 -0.00227 -0.00083 -0.357 0.011 0.852 0.9976 0.0374 0.0167 0.0550 -0.05818 -0.00642 0.05950 0.01727 0.00005 85.566 16.319 0.041 -83.459 -25.588 2.038 0.003 7800
-0.00100 -0.00234 -0.00082 -0.478 -0.149 0.919 0.9977 0.0374 0.0156 0.0552 -0.05791 -0.00718 0.05972 0.04928 0.00081 85.556 16.276 0.050 -83.461 -25.578 2.018 0.003 7900
-0.00100 -0.00240 -0.00081 -0.407 -0.038 0.862 0.9977 0.0375 0.0143 0.0555 -0.05560 -0.00763 0.05717 0.00000 -0.00016 85.557 16.235 0.007 -83.462 -25.567 1.996 0.003 8000
-0.00100 -0.00246 -0.00080 -0.389 -0.098 0.888 0.9977 0.0375 0.0132 0.0558 -0.05308 -0.00785 0.05553 0.00000 0.00189 85.561 16.183 0.050 -83.464 -25.552 1.966 0.003 8100
-0.00100 -0.00252 -0.00079 -0.343 -0.030 0.892 0.9976 0.0376 0.0121 0.0561 -0.04958 -0.00688 0.05361 0.03215 0.00040 85.570 16.132 0.014 -83.466 -25.538 1.937 0.003 8200
-0.00100 -0.00258 -0.00078 -0.393 -0.026 0.745 0.9976 0.0376 0.0111 0.0564 -0.04676 -0.00707 0.05279 0.00000 0.00231 85.576 16.077 0.046 -83.468 -25.521 1.901 0.003 8300
-0.00099 -0.00263 -0.00077 -0.375 -0.027 0.792 0.9976 0.0376 0.0100 0.0567 -0.04714 -0.00553 0.05289 0.00000 0.00031 85.583 16.018 -0.011 -83.470 -25.505 1.866 0.003 8400
-0.00099 -0.00366 -0.00076 -0.365 -0.044 0.737 0.9976 0.0377 0.0091 0.0570 -0.04487 -0.00467 0.05124 0.00000 0.00096 85.592 15.955 -0.032 -83.472 -25.487 1.827 0.003 8500
-0.00099 -0.00273 -0.00076 -0.311 0.003 0.720 0.9976 0.0377 0.0080 0.0572 -0.04303 -0.00522 0.04925 0.01366 0.00192 85.605 15.893 -0.013 -83.474 -25.468 1.784 0.003 8600
-0.00099 -0.00278 -0.00075 -0.312 -0.006 0.726 0.9976 0.0377 0.0072 0.0575 -0.03834 -0.00417 0.04856 0.08938 -0.00126 85.617 15.831 -0.119 -83.475 -25.451 1.745 0.003 8700
-0.00099 -0.00282 -0.00074 -0.314 -0.060 0.693 0.9976 0.0377 0.0063 0.0577 -0.03590 -0.00446 0.04789 0.25955 0.00105 85.628 15.764 -0.102 -83.477 -25.431 1.699 0.003 8800
-0.00196 -0.00286 -0.00061 -0.242 -0.065 0.632 0.9976 0.0377 0.0055 0.0579 -0.03602 -0.00406 0.04560 0.00000 -0.00156 85.643 15.697 -0.191 -83.478 -25.413 1.657 0.003 8900
-0.00099 -0.00290 -0.00073 -0.189 0.055 0.614 0.9976 0.0377 0.0047 0.0581 -0.03408 -0.00390 0.04421 0.17200 0.00002 85.662 15.641 -0.191 -83.479 -25.394 1.610 0.003 9000
-0.00184 -0.00294 0.00037 -0.280 0.015 0.682 0.9976 0.0377 0.0039 0.0583 -0.03441 -0.00380 0.04531 0.00000 -0.00180 85.671 15.578 -0.254 -83.480 -25.375 1.564 0.003 9100
-0.00099 -0.00298 -0.00072 -0.193 -0.058 0.611 0.9976 0.0377 0.0031 0.0585 -0.03028 -0.00477 0.04322 0.10534 0.00094 85.685 15.516 -0.201 -83.482 -25.355 1.513 0.003 9200
-0.00099 -0.00301 -0.00071 -0.305 -0.055 0.630 0.9976 0.0377 0.0024 0.0586 -0.02872 -0.00506 0.04204 0.00000 0.00004 85.687 15.459 -0.206 -83.482 -25.335 1.461 0.003 9300
-0.00099 -0.00207 -0.00070 -0.136 -0.012 0.651 0.9976 0.0377 0.0018 0.0588 -0.02672 -0.00335 0.04171 0.02986 0.00106 85.703 15.404 -0.170 -83.483 -25.314 1.407 0.003 9400
-0.00099 -0.00209 -0.00070 -0.248 0.057 0.597 0.9975 0.0377 0.0012 0.0589 -0.02381 -0.00303 0.03892 0.00000 0.00063 85.709 15.359 -0.171 -83.483 -25.293 1.353 0.003 9500
-0.00099 -0.00310 -0.00070 -0.214 -0.028 0.516 0.9975 0.0377 0.0006 0.0591 -0.02290 -0.00321 0.03795 0.00000 0.00017 85.715 15.306 -0.198 -83.484 -25.273 1.299 0.002 9600
-0.00099 -0.00312 -0.00069 -0.110 -0.020 0.596 0.9975 0.0377 0.0001 0.0592 -0.02150 -0.00430 0.03740 0.00000 -0.00111 85.729 15.257 -0.255 -83.484 -25.254 1.247 0.002 9700
-0.00099 -0.00315 -0.00069 -0.115 0.000 0.478 0.9975 0.0377 -0.0005 0.0593 -0.02075 -0.00295 0.03732 0.00000 0.00163 85.741 15.208 -0.199 -83.484 -25.233 1.189 0.002 9800
-0.00098 -0.00317 -0.00068 -0.068 -0.076 0.548 0.9975 0.0377 -0.0010 0.0594 -0.01873 -0.00489 0.03571 0.24371 -0.00055 85.753 15.157 -0.243 -83.483 -25.214 1.134 0.002 9900
-0.00111 -0.00319 -0.00165 -0.130 -0.054 0.580 0.9975 0.0377 -0.0016 0.0595 -0.01778 -0.00519 0.03659 0.07145 0.00079 85.757 15.118 -0.219 -83.483 -25.194 1.077 0.002 10000
-0.00110 -0.00321 -0.00164 -0.205 0.010 0.583 0.9975 0.0377 -0.0020 0.0596 -0.01759 -0.00297 0.03609 0.00000 -0.00008 85.755 15.087 -0.238 -83.482 -25.175 1.021 0.002 10100
-0.00111 -0.00323 -0.00164 -0.162 -0.074 0.453 0.9975 0.0377 -0.0025 0.0597 -0.01620 -0.00120 0.03430 0.00000 -0.00004 85.756 15.047 -0.255 -83.482 -25.156 0.964 0.002 10200
-0.00098 -0.00325 -0.00067 -0.119 -0.051 0.487 0.9975 0.0377 -0.0030 0.0598 -0.01688 -0.00225 0.03357 0.00000 0.00074 85.761 15.003 -0.236 -83.481 -25.136 0.905 0.002 10300
-0.00098 -0.00327 -0.00066 -0.129 0.056 0.572 0.9975 0.0377 -0.0035 0.0599 -0.01487 -0.00261 0.03425 0.02844 0.00042 85.765 14.970 -0.234 -83.480 -25.118 0.847 0.002 10400
-0.00085 -0.00328 0.00031 -0.082 -0.020 0.437 0.9975 0.0377 -0.0039 0.0600 -0.01234 -0.00206 0.03212 0.02666 0.00074 85.773 14.923 -0.229 -83.479 -25.099 0.789 0.002 10500
-0.00085 -0.00330 0.00031 -0.100 -0.029 0.396 0.9975 0.0377 -0.0043 0.0601 -0.01106 -0.00234 0.03122 0.09329 0.00000 85.778 14.878 -0.255 -83.477 -25.081 0.731 0.002 10600
-0.00085 -0.00331 0.00031 -0.125 -0.030 0.424 0.9975 0.0377 -0.0046 0.0602 -0.01054 -0.00326 0.03025 0.00000 -0.00002 85.780 14.835 -0.268 -83.476 -25.063 0.673 0.002 10700
-0.00097 -0.00332 -0.00065 -0.027 -0.020 0.434 0.9975 0.0377 -0.0050 0.0603 -0.00860 -0.00375 0.03072 0.08539 -0.00005 85.788 14.801 -0.277 -83.474 -25.045 0.616 0.002 10800
-0.00097 -0.00333 -0.00065 -0.079 -0.020 0.396 0.9974 0.0378 -0.0053 0.0604 -0.00821 -0.00431 0.02964 0.00000 -0.00081 85.791 14.769 -0.310 -83.473 -25.029 0.560 0.002 10900
-0.00096 -0.00334 -0.00065 -0.017 -0.017 0.409 0.9974 0.0378 -0.0057 0.0604 -0.00725 -0.00291 0.02782 0.00000 -0.00091 85.798 14.738 -0.331 -83.471 -25.012 0.504 0.002 11000
-0.00096 -0.00335 -0.00064 -0.008 0.065 0.342 0.9974 0.0378 -0.0060 0.0605 -0.00810 -0.00124 0.02775 0.00723 -0.00076 85.805 14.714 -0.341 -83.470 -24.996 0.448 0.002 11100
-0.00096 -0.00336 -0.00064 -0.160 -0.133 0.354 0.9974 0.0378 -0.0063 0.0606 -0.00816 -0.00345 0.02691 0.00000 -0.00104 85.796 14.676 -0.355 -83.468 -24.980 0.392 0.002 11200
-0.00096 -0.00337 -0.00064 -0.102 -0.030 0.427 0.9974 0.0378 -0.0066 0.0606 -0.00672 -0.00264 0.02754 0.00000 -0.00012 85.795 14.649 -0.326 -83.466 -24.964 0.335 0.002 11300
-0.00096 -0.00338 -0.00064 0.008 0.023 0.419 0.9974 0.0378 -0.0069 0.0607 -0.00511 -0.00191 0.02533 0.00000 -0.00092 85.803 14.626 -0.339 -83.465 -24.948 0.280 0.002 11400
-0.00096 -0.00338 -0.00064 -0.018 -0.051 0.398 0.9974 0.0378 -0.0071 0.0608 -0.00589 -0.00410 0.02610 0.00000 0.00047 85.806 14.597 -0.298 -83.463 -24.933 0.223 0.002 11500
-0.00095 -0.00436 -0.00063 -0.056 -0.003 0.345 0.9974 0.0378 -0.0074 0.0608 -0.00320 -0.00349 0.02439 0.04118 0.00046 85.806 14.573 -0.283 -83.461 -24.917 0.166 0.002 11600
-0.00095 -0.00437 -0.00063 0.064 -0.027 0.317 0.9974 0.0379 -0.0077 0.0609 -0.00176 -0.00273 0.02426 0.00000 -0.00013 85.815 14.545 -0.296 -83.458 -24.902 0.110 0.002 11700
-0.00082 -0.00437 0.00034 -0.013 -0.001 0.373 0.9974 0.0379 -0.0080 0.0610 -0.00310 -0.00346 0.02461 0.00000 -0.00088 85.817 14.515 -0.327 -83.456 -24.888 0.056 0.002 11800
-0.00094 -0.00437 -0.00063 0.108 -0.114 0.344 0.9974 0.0379 -0.0082 0.0611 -0.00074 -0.00295 0.02399 0.00000 0.00040 85.827 14.481 -0.299 -83.454 -24.873 -0.000 0.002 11900
-0.00094 -0.00437 -0.00063 0.042 0.078 0.311 0.9974 0.0379 -0.0085 0.0612 -0.00037 -0.00124 0.02285 0.01898 0.00202 85.831 14.465 -0.229 -83.452 -24.858 -0.058 0.002 12000
-0.00094 -0.00437 -0.00062 -0.010 -0.074 0.344 0.9974 0.0379 -0.0087 0.0612 -0.00044 -0.00057 0.02270 0.00000 0.00005 85.828 14.437 -0.256 -83.449 -24.845 -0.113 0.002 12100
-0.00093 -0.00438 -0.00062 -0.015 -0.022 0.338 0.9974 0.0379 -0.0089 0.0613 -0.00169 -0.00257 0.02095 0.00000 0.00044 85.825 14.414 -0.257 -83.447 -24.831 -0.168 0.002 12200
-0.00093 -0.00438 -0.00062 0.016 0.058 0.288 0.9974 0.0380 -0.0091 0.0613 0.00042 -0.00153 0.02062 0.00000 -0.00041 85.826 14.399 -0.290 -83.445 -24.818 -0.221 0.002 12300
