# Wind Estimator
#
# Q = diag( 0.01000000 0.01000000 0.01000000 0.00010000 0.00010000 0.00010000 0.00000001 )
# R = diag( 0.25000000 0.25000000 0.25000000 0.25000000 0.00000400 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az q1 q2 q3 q4 vkx vky vkz va aoa u v w wx wy wz vas t
-0.00055 -0.00103 -0.00492 -0.128 -0.085 -0.592 -0.8970 0.0008 -0.0068 0.4419 5.52254 -12.55511 -0.02602 15.86222 0.00857 15.923 -0.052 0.131 -4.137 0.072 0.032 0.988 621000
-0.00055 -0.00103 -0.00492 -0.097 -0.183 -0.499 -0.8970 0.0009 -0.0067 0.4420 5.51638 -12.56288 -0.02447 15.72059 0.01109 15.924 -0.059 0.168 -4.137 0.072 0.031 0.988 621100
-0.00054 -0.00103 -0.00492 -0.040 -0.064 -0.503 -0.8969 0.0008 -0.0066 0.4422 5.51358 -12.56455 -0.02573 15.64076 0.01132 15.910 -0.055 0.175 -4.136 0.071 0.030 0.988 621200
-0.00055 -0.00201 -0.00492 -0.049 -0.110 -0.444 -0.8967 0.0009 -0.0067 0.4425 5.50322 -12.57399 -0.02527 15.65180 0.00944 15.904 -0.054 0.148 -4.136 0.071 0.029 0.988 621300
0.00042 -0.00200 -0.00505 -0.081 0.037 -0.567 -0.8966 0.0009 -0.0066 0.4429 5.49711 -12.57450 -0.02365 15.83917 0.01140 15.913 -0.047 0.173 -4.137 0.072 0.028 0.988 621400
0.00042 -0.00103 -0.00505 -0.063 -0.112 -0.470 -0.8965 0.0009 -0.0065 0.4431 5.48750 -12.58300 -0.02433 15.71143 0.00850 15.913 -0.049 0.134 -4.137 0.072 0.028 0.988 621500
0.00043 -0.00102 -0.00505 -0.030 -0.035 -0.421 -0.8963 0.0008 -0.0064 0.4435 5.48424 -12.58648 -0.02552 15.70393 0.00930 15.909 -0.043 0.143 -4.137 0.072 0.027 0.988 621600
0.00042 -0.00200 -0.00505 -0.206 -0.178 -0.529 -0.8961 0.0009 -0.0065 0.4438 5.47299 -12.59386 -0.02573 15.76167 0.01077 15.914 -0.056 0.164 -4.137 0.072 0.026 0.988 621700
0.00155 -0.00199 -0.00397 -0.103 -0.097 -0.565 -0.8959 0.0007 -0.0065 0.4441 5.46711 -12.59734 -0.02532 15.57003 0.00861 15.893 -0.057 0.134 -4.136 0.071 0.026 0.988 621800
0.00140 -0.00101 -0.00518 -0.049 -0.138 -0.607 -0.8959 0.0007 -0.0064 0.4443 5.45839 -12.60183 -0.02441 15.69081 0.01127 15.898 -0.055 0.170 -4.136 0.071 0.025 0.988 621900
0.00043 -0.00101 -0.00505 -0.072 -0.013 -0.521 -0.8958 0.0006 -0.0063 0.4444 5.45646 -12.60489 -0.02500 15.69649 0.00865 15.893 -0.049 0.136 -4.136 0.071 0.024 0.988 622000
0.00059 -0.00198 -0.00384 -0.043 -0.013 -0.432 -0.8957 0.0005 -0.0063 0.4446 5.45075 -12.60577 -0.02473 15.60957 0.00935 15.879 -0.044 0.143 -4.135 0.070 0.024 0.988 622100
-0.00037 -0.00197 -0.00372 -0.069 -0.065 -0.427 -0.8956 0.0004 -0.0062 0.4448 5.44518 -12.60680 -0.02191 15.70931 0.01139 15.883 -0.044 0.174 -4.135 0.070 0.023 0.988 622200
0.00059 -0.00197 -0.00384 -0.083 -0.033 -0.394 -0.8955 0.0005 -0.0063 0.4450 5.43382 -12.61309 -0.01535 15.40369 0.01032 15.843 -0.044 0.161 -4.132 0.067 0.022 0.988 622300
0.00157 -0.00196 -0.00397 -0.039 -0.121 -0.499 -0.8954 0.0004 -0.0062 0.4451 5.42556 -12.61616 -0.01432 15.76289 0.01074 15.867 -0.046 0.165 -4.133 0.067 0.021 0.988 622400
0.00060 -0.00099 -0.00384 -0.062 -0.174 -0.492 -0.8954 0.0004 -0.0061 0.4452 5.41976 -12.62184 -0.01477 15.78949 0.00876 15.890 -0.052 0.137 -4.134 0.068 0.021 0.988 622500
0.00278 -0.00098 -0.00412 -0.087 -0.057 -0.375 -0.8954 0.0002 -0.0060 0.4453 5.41589 -12.62579 -0.01256 15.50671 0.00838 15.864 -0.054 0.130 -4.132 0.066 0.021 0.988 622600
0.00141 -0.00098 -0.00517 0.068 -0.003 -0.491 -0.8954 0.0002 -0.0060 0.4453 5.40878 -12.63037 -0.01432 15.79785 0.01166 15.884 -0.043 0.176 -4.133 0.067 0.020 0.988 622700
0.00157 -0.00098 -0.00396 -0.110 -0.088 -0.441 -0.8953 0.0001 -0.0059 0.4454 5.40629 -12.63480 -0.01316 15.69800 0.01086 15.884 -0.051 0.169 -4.133 0.067 0.019 0.988 622800
0.00157 -0.00098 -0.00396 -0.072 -0.180 -0.489 -0.8953 0.0001 -0.0058 0.4455 5.39948 -12.63966 -0.01473 15.72183 0.01062 15.895 -0.061 0.164 -4.133 0.068 0.019 0.988 622900
0.00157 -0.00098 -0.00397 -0.074 -0.025 -0.476 -0.8950 -0.0000 -0.0057 0.4461 5.39643 -12.64419 -0.01427 15.65596 0.01037 15.885 -0.058 0.160 -4.133 0.067 0.018 0.988 623000
0.00157 -0.00098 -0.00397 -0.052 -0.130 -0.494 -0.8947 -0.0000 -0.0057 0.4465 5.39225 -12.65129 -0.01398 15.53891 0.01100 15.870 -0.058 0.169 -4.131 0.065 0.017 0.988 623100
0.00157 -0.00098 -0.00397 -0.068 0.015 -0.497 -0.8946 -0.0002 -0.0056 0.4469 5.38634 -12.65559 -0.01435 15.57244 0.01086 15.853 -0.052 0.167 -4.130 0.064 0.016 0.988 623200
0.00157 -0.00097 -0.00397 0.027 -0.105 -0.562 -0.8945 -0.0003 -0.0056 0.4470 5.38029 -12.65654 -0.00565 15.56890 0.00997 15.852 -0.046 0.154 -4.129 0.063 0.016 0.988 623300
0.00292 -0.00194 -0.00316 -0.012 0.002 -0.482 -0.8945 -0.0006 -0.0055 0.4471 5.37755 -12.65639 -0.00391 15.77611 0.01060 15.868 -0.040 0.163 -4.130 0.064 0.015 0.988 623400
0.00170 -0.00194 -0.00300 -0.098 0.018 -0.457 -0.8945 -0.0006 -0.0055 0.4470 5.37066 -12.65894 -0.00439 15.57873 0.00873 15.850 -0.041 0.136 -4.129 0.062 0.016 0.988 623500
0.00170 -0.00096 -0.00300 -0.144 -0.011 -0.400 -0.8945 -0.0007 -0.0054 0.4470 5.36658 -12.66314 -0.00300 15.69957 0.01093 15.852 -0.048 0.167 -4.129 0.063 0.015 0.988 623600
0.00291 -0.00096 -0.00315 -0.065 -0.011 -0.438 -0.8945 -0.0007 -0.0053 0.4470 5.36148 -12.67072 -0.00376 15.76381 0.00901 15.865 -0.050 0.141 -4.129 0.063 0.015 0.988 623700
0.00291 -0.00096 -0.00315 -0.023 -0.119 -0.486 -0.8945 -0.0008 -0.0052 0.4471 5.35639 -12.67337 -0.00450 15.50529 0.01028 15.851 -0.055 0.157 -4.128 0.061 0.014 0.988 623800
0.00291 -0.00096 -0.00315 -0.077 -0.062 -0.498 -0.8944 -0.0009 -0.0051 0.4473 5.35072 -12.68030 -0.00533 15.69932 0.01008 15.859 -0.060 0.155 -4.128 0.061 0.014 0.988 623900
0.00291 -0.00096 -0.00315 0.017 0.025 -0.436 -0.8943 -0.0010 -0.0050 0.4475 5.34738 -12.68192 -0.00378 15.72787 0.00932 15.867 -0.053 0.145 -4.128 0.062 0.014 0.988 624000
0.00303 -0.00096 -0.00218 -0.071 -0.107 -0.398 -0.8943 -0.0011 -0.0050 0.4475 5.34200 -12.68508 -0.00426 15.53054 0.01119 15.852 -0.061 0.171 -4.127 0.060 0.013 0.988 624100
0.00304 -0.00095 -0.00218 -0.017 0.051 -0.550 -0.8943 -0.0014 -0.0049 0.4475 5.33807 -12.68452 -0.00544 15.72485 0.00952 15.858 -0.058 0.148 -4.127 0.060 0.013 0.988 624200
0.00303 -0.00095 -0.00218 -0.024 -0.016 -0.460 -0.8943 -0.0014 -0.0049 0.4474 5.33327 -12.69046 -0.00410 15.80199 0.01026 15.877 -0.061 0.158 -4.128 0.061 0.012 0.988 624300
0.00400 0.00027 -0.00230 -0.034 0.020 -0.419 -0.8943 -0.0016 -0.0048 0.4474 5.32851 -12.69184 -0.00274 15.62843 0.00938 15.866 -0.063 0.146 -4.127 0.061 0.012 0.988 624400
0.00302 -0.00095 -0.00218 -0.054 -0.087 -0.415 -0.8942 -0.0016 -0.0048 0.4476 5.32262 -12.69782 0.00440 15.69429 0.01088 15.871 -0.071 0.167 -4.127 0.061 0.012 0.988 624500
0.00415 0.00027 -0.00109 0.002 -0.050 -0.465 -0.8942 -0.0017 -0.0047 0.4477 5.31866 -12.70287 0.00640 15.67312 0.01081 15.873 -0.074 0.167 -4.127 0.061 0.011 0.988 624600
0.00318 -0.00094 -0.00097 -0.080 -0.100 -0.441 -0.8941 -0.0019 -0.0047 0.4478 5.31225 -12.70504 0.00555 15.80997 0.00938 15.892 -0.086 0.147 -4.128 0.062 0.012 0.988 624700
-0.01368 -0.00093 -0.00000 -0.012 -0.058 -0.495 -0.8942 -0.0020 -0.0047 0.4477 5.30758 -12.70513 0.00479 15.68519 0.01091 15.890 -0.091 0.167 -4.128 0.062 0.011 0.988 624800
-0.02857 0.00126 0.00095 0.045 -0.033 -0.550 -0.8942 -0.0009 -0.0052 0.4476 5.30676 -12.71075 0.00681 15.75505 0.00948 15.899 -0.092 0.148 -4.129 0.062 0.011 0.988 624900
-0.02651 0.00028 -0.00031 -0.016 -0.051 -0.398 -0.8942 0.0003 -0.0058 0.4476 5.30584 -12.71271 0.00631 15.72619 0.01040 15.901 -0.096 0.160 -4.129 0.062 0.011 0.988 625000
-0.01953 -0.00094 -0.00343 -0.030 -0.071 -0.497 -0.8940 0.0012 -0.0063 0.4480 5.29853 -12.71372 0.00387 15.57953 0.00768 15.884 -0.097 0.121 -4.129 0.061 0.012 0.988 625100
-0.01448 -0.00093 -0.00631 -0.066 -0.054 -0.409 -0.8938 0.0019 -0.0066 0.4485 5.29447 -12.71504 0.00616 15.67123 0.00997 15.879 -0.092 0.152 -4.129 0.061 0.012 0.988 625200
-0.00928 -0.00094 -0.00797 -0.164 -0.059 -0.458 -0.8936 0.0025 -0.0068 0.4488 5.28788 -12.72777 0.00575 15.76384 0.01026 15.884 -0.093 0.158 -4.129 0.061 0.011 0.988 625300
-0.00419 -0.00094 -0.00863 -0.128 -0.105 -0.542 -0.8934 0.0027 -0.0068 0.4492 5.28107 -12.73473 0.00470 15.56281 0.00980 15.867 -0.092 0.151 -4.128 0.060 0.011 0.988 625400
-0.00298 -0.00094 -0.00879 -0.047 0.002 -0.508 -0.8932 0.0029 -0.0068 0.4496 5.26946 -12.74422 0.00513 15.81220 0.00983 15.883 -0.081 0.151 -4.129 0.061 0.011 0.988 625500
0.00635 -0.00191 -0.00902 -0.137 -0.109 -0.374 -0.8930 0.0027 -0.0067 0.4501 5.26250 -12.74954 0.00619 15.55639 0.01125 15.865 -0.082 0.173 -4.128 0.060 0.010 0.988 625600
0.00663 -0.00191 -0.00684 -0.085 -0.062 -0.476 -0.8927 0.0025 -0.0065 0.4507 5.25051 -12.76156 0.00551 15.53441 0.00928 15.849 -0.078 0.145 -4.127 0.058 0.010 0.988 625700
0.01209 -0.00191 -0.00657 -0.057 -0.109 -0.513 -0.8924 0.0021 -0.0062 0.4511 5.24402 -12.76622 0.00426 15.75497 0.01310 15.869 -0.076 0.198 -4.127 0.059 0.009 0.988 625800
0.01523 -0.00191 -0.00698 -0.105 -0.024 -0.502 -0.8922 0.0016 -0.0059 0.4515 5.23109 -12.77330 0.00407 15.54017 0.00902 15.849 -0.071 0.143 -4.126 0.057 0.009 0.988 625900
0.01321 -0.00190 -0.00549 -0.022 0.060 -0.496 -0.8921 0.0008 -0.0055 0.4518 5.22694 -12.77623 0.00408 15.83415 0.00894 15.870 -0.060 0.138 -4.127 0.059 0.009 0.988 626000
0.02180 -0.00190 -0.00562 -0.069 -0.058 -0.418 -0.8919 0.0003 -0.0051 0.4521 5.21523 -12.78481 0.00582 15.72268 0.00932 15.876 -0.060 0.143 -4.127 0.059 0.009 0.988 626100
0.02208 -0.00190 -0.00344 -0.002 -0.035 -0.433 -0.8918 -0.0007 -0.0046 0.4525 5.20839 -12.79377 0.00472 15.54528 0.00918 15.861 -0.057 0.141 -4.125 0.057 0.008 0.988 626200
0.02753 -0.00189 -0.00317 0.010 -0.031 -0.419 -0.8916 -0.0016 -0.0041 0.4528 5.20013 -12.79340 0.00494 15.81024 0.01015 15.882 -0.053 0.156 -4.126 0.059 0.008 0.988 626300
0.03093 -0.00189 -0.00164 -0.052 -0.016 -0.430 -0.8915 -0.0031 -0.0033 0.4530 5.19896 -12.79538 0.00517 15.67477 0.00930 15.877 -0.054 0.144 -4.125 0.059 0.008 0.988 626400
0.02588 -0.00091 0.00123 -0.007 0.006 -0.605 -0.8914 -0.0042 -0.0027 0.4532 5.19384 -12.79850 0.00480 15.43127 0.01136 15.844 -0.056 0.172 -4.123 0.057 0.007 0.988 626500
0.03678 -0.00091 0.00177 0.032 0.105 -0.542 -0.8913 -0.0057 -0.0020 0.4533 5.19383 -12.79830 0.00418 15.66278 0.00985 15.843 -0.050 0.153 -4.122 0.056 0.006 0.988 626600
0.03391 -0.00091 0.00436 0.111 0.089 -0.429 -0.8913 -0.0071 -0.0012 0.4533 5.19664 -12.79659 0.00490 15.64057 0.01052 15.844 -0.043 0.162 -4.121 0.056 0.006 0.988 626700
0.03612 -0.00091 0.00628 0.113 0.040 -0.472 -0.8913 -0.0084 -0.0006 0.4534 5.19883 -12.79603 0.00444 15.61688 0.00915 15.845 -0.041 0.142 -4.121 0.056 0.005 0.988 626800
0.04291 -0.00090 0.00736 0.185 0.131 -0.555 -0.8912 -0.0102 0.0003 0.4534 5.20604 -12.78966 0.00378 15.72176 0.00879 15.856 -0.030 0.135 -4.120 0.056 0.005 0.988 626900
0.03568 -0.00090 0.01051 0.181 0.003 -0.605 -0.8912 -0.0119 0.0012 0.4534 5.21164 -12.78550 0.00320 15.58942 0.00902 15.856 -0.031 0.137 -4.119 0.056 0.005 0.988 627000
0.04771 -0.00187 0.01215 0.064 0.052 -0.537 -0.8914 -0.0138 0.0021 0.4530 5.22439 -12.77252 -0.00549 15.74455 0.01178 15.866 -0.041 0.178 -4.118 0.057 0.004 0.988 627100
0.04387 -0.00089 0.01486 0.121 0.117 -0.469 -0.8916 -0.0158 0.0031 0.4525 5.23371 -12.76258 -0.00461 15.70930 0.01113 15.868 -0.044 0.172 -4.118 0.058 0.003 0.988 627200
0.04513 -0.00088 0.01690 0.325 0.094 -0.444 -0.8918 -0.0178 0.0040 0.4521 5.26305 -12.74479 -0.00541 15.74478 0.00883 15.885 -0.033 0.139 -4.118 0.058 0.003 0.988 627300
0.04868 -0.00088 0.01964 0.140 0.171 -0.487 -0.8922 -0.0199 0.0051 0.4511 5.27898 -12.73055 -0.00529 15.75421 0.00993 15.886 -0.040 0.152 -4.118 0.060 0.003 0.988 627400
0.04159 0.00035 0.02376 0.287 0.241 -0.485 -0.8925 -0.0221 0.0061 0.4504 5.30883 -12.70076 -0.00661 15.74818 0.01140 15.888 -0.036 0.174 -4.118 0.061 0.002 0.988 627500
0.05045 -0.00086 0.02581 0.348 0.266 -0.556 -0.8931 -0.0238 0.0069 0.4492 5.32679 -12.68499 -0.00490 15.70107 0.00904 15.884 -0.032 0.141 -4.118 0.062 0.002 0.988 627600
0.04663 0.00037 0.02852 0.437 0.295 -0.513 -0.8935 -0.0262 0.0080 0.4481 5.36585 -12.64886 -0.00626 15.69102 0.01042 15.882 -0.024 0.159 -4.117 0.063 0.001 0.988 627700
0.04919 0.00037 0.03138 0.443 0.345 -0.431 -0.8941 -0.0278 0.0088 0.4468 5.39180 -12.62865 -0.00496 15.64741 0.00876 15.872 -0.019 0.137 -4.116 0.063 0.001 0.988 627800
0.05277 0.00038 0.03412 0.465 0.230 -0.418 -0.8947 -0.0304 0.0100 0.4454 5.43903 -12.58948 -0.01289 15.57526 0.00979 15.863 -0.022 0.150 -4.115 0.062 0.001 0.988 627900
0.04333 0.00038 0.03756 0.484 0.376 -0.469 -0.8954 -0.0321 0.0108 0.4439 5.46642 -12.56597 -0.01515 15.67817 0.00873 15.861 -0.023 0.135 -4.114 0.063 0.001 0.988 628000
0.05659 -0.00083 0.03903 0.552 0.395 -0.496 -0.8961 -0.0347 0.0120 0.4424 5.51862 -12.51967 -0.01638 15.64954 0.01014 15.858 -0.019 0.154 -4.113 0.064 0.000 0.988 628100
0.04946 0.00039 0.04315 0.592 0.349 -0.470 -0.8969 -0.0366 0.0130 0.4405 5.55187 -12.49192 -0.01592 15.64591 0.01095 15.859 -0.025 0.168 -4.112 0.064 -0.001 0.988 628200
0.04974 0.00138 0.04509 0.531 0.389 -0.447 -0.8977 -0.0391 0.0141 0.4387 5.61664 -12.43852 -0.01492 15.37724 0.00877 15.820 -0.030 0.137 -4.109 0.062 -0.001 0.988 628300
0.05228 0.00138 0.04795 0.676 0.482 -0.495 -0.8986 -0.0410 0.0150 0.4366 5.65733 -12.40690 -0.01664 15.67937 0.01168 15.831 -0.030 0.176 -4.108 0.064 -0.002 0.988 628400
0.04509 0.00237 0.05110 0.598 0.498 -0.461 -0.8995 -0.0437 0.0161 0.4345 5.72999 -12.34031 -0.01493 15.74284 0.01143 15.842 -0.031 0.176 -4.108 0.065 -0.003 0.988 628500
0.05312 0.00237 0.05448 0.583 0.561 -0.491 -0.9005 -0.0454 0.0168 0.4322 5.77184 -12.30228 -0.01522 15.71842 0.00810 15.843 -0.038 0.128 -4.109 0.066 -0.003 0.988 628600
0.04807 0.00238 0.05711 0.787 0.604 -0.485 -0.9014 -0.0481 0.0180 0.4299 5.85118 -12.23441 -0.01567 15.60874 0.01202 15.837 -0.031 0.180 -4.107 0.067 -0.004 0.988 628700
0.04964 0.00360 0.06009 0.814 0.597 -0.383 -0.9026 -0.0494 0.0185 0.4272 5.89702 -12.19692 -0.01338 15.54694 0.01128 15.826 -0.032 0.175 -4.105 0.067 -0.005 0.988 628800
0.05190 0.00459 0.06202 0.781 0.559 -0.426 -0.9036 -0.0524 0.0198 0.4246 5.98633 -12.11833 -0.01272 15.67339 0.00968 15.834 -0.033 0.151 -4.105 0.067 -0.005 0.988 628900
0.04268 0.00557 0.06542 0.694 0.635 -0.491 -0.9049 -0.0538 0.0203 0.4217 6.03941 -12.07146 -0.01441 15.58782 0.01194 15.822 -0.049 0.181 -4.103 0.068 -0.006 0.988 629000
0.05258 0.00460 0.06734 0.845 0.652 -0.500 -0.9060 -0.0567 0.0213 0.4188 6.13242 -11.97927 -0.01478 15.48047 0.01071 15.803 -0.047 0.166 -4.101 0.068 -0.007 0.988 629100
0.04747 0.00559 0.07021 0.923 0.723 -0.485 -0.9074 -0.0582 0.0219 0.4156 6.18670 -11.92771 -0.01468 15.74219 0.01147 15.823 -0.048 0.176 -4.101 0.070 -0.008 0.988 629200
0.04681 0.00681 0.07227 0.905 0.725 -0.498 -0.9087 -0.0610 0.0230 0.4124 6.28961 -11.83501 -0.00705 15.56969 0.01071 15.815 -0.047 0.165 -4.100 0.070 -0.008 0.988 629300
0.04497 0.00779 0.07570 0.953 0.820 -0.370 -0.9101 -0.0623 0.0234 0.4091 6.34918 -11.78022 -0.00272 15.66313 0.00987 15.819 -0.046 0.154 -4.100 0.071 -0.009 0.988 629400
0.03888 0.00779 0.07772 0.900 0.807 -0.505 -0.9113 -0.0650 0.0244 0.4058 6.45990 -11.67517 -0.00383 15.54060 0.01100 15.804 -0.049 0.168 -4.098 0.071 -0.009 0.988 629500
0.04357 0.00780 0.08030 0.915 0.809 -0.509 -0.9128 -0.0659 0.0245 0.4022 6.52249 -11.61695 -0.00468 15.54690 0.01066 15.794 -0.059 0.164 -4.096 0.072 -0.010 0.988 629600
0.03844 0.00781 0.08195 1.083 0.833 -0.421 -0.9140 -0.0689 0.0255 0.3989 6.63917 -11.50204 -0.00380 15.58135 0.01105 15.799 -0.049 0.170 -4.095 0.072 -0.010 0.988 629700
0.03647 0.00879 0.08441 0.921 0.890 -0.515 -0.9156 -0.0696 0.0255 0.3951 6.70601 -11.43662 -0.00467 15.54623 0.01088 15.787 -0.058 0.167 -4.094 0.073 -0.011 0.988 629800
0.03996 0.00881 0.08618 1.029 1.010 -0.471 -0.9170 -0.0723 0.0263 0.3915 6.82353 -11.31641 -0.00486 15.72960 0.01137 15.800 -0.046 0.174 -4.095 0.075 -0.011 0.988 629900
0.03274 0.01003 0.08809 1.020 0.969 -0.567 -0.9187 -0.0729 0.0263 0.3872 6.88976 -11.24875 -0.00486 15.75312 0.01202 15.816 -0.052 0.183 -4.096 0.076 -0.012 0.988 630000
0.04168 0.01005 0.09014 1.047 1.069 -0.482 -0.9202 -0.0757 0.0271 0.3832 7.01490 -11.11777 -0.00301 15.76461 0.01079 15.826 -0.042 0.167 -4.098 0.078 -0.013 0.988 630100
0.03640 0.01005 0.09179 0.970 0.984 -0.389 -0.9219 -0.0764 0.0271 0.3787 7.08154 -11.04276 -0.00253 15.53292 0.01060 15.805 -0.055 0.164 -4.096 0.079 -0.013 0.988 630200
0.03457 0.01104 0.09425 1.099 1.080 -0.361 -0.9234 -0.0792 0.0279 0.3747 7.21040 -10.90424 0.00485 15.48830 0.01326 15.785 -0.048 0.202 -4.094 0.080 -0.014 0.988 630300
0.03162 0.01324 0.09684 1.120 1.072 -0.457 -0.9253 -0.0795 0.0277 0.3698 7.28390 -10.82790 0.00600 15.42101 0.01276 15.764 -0.057 0.197 -4.090 0.080 -0.015 0.988 630400
0.02649 0.01325 0.09850 1.111 1.164 -0.403 -0.9268 -0.0822 0.0282 0.3654 7.41219 -10.67924 0.00731 15.53264 0.01079 15.757 -0.050 0.168 -4.089 0.080 -0.016 0.988 630500
0.02656 0.01326 0.09971 1.191 1.134 -0.424 -0.9287 -0.0822 0.0278 0.3606 7.48550 -10.59530 0.00589 15.70677 0.01025 15.781 -0.052 0.158 -4.091 0.081 -0.016 0.988 630600
0.02458 0.01424 0.10096 1.121 1.281 -0.397 -0.9302 -0.0846 0.0284 0.3560 7.62032 -10.44314 0.00608 15.62302 0.01113 15.779 -0.042 0.170 -4.092 0.082 -0.016 0.988 630700
0.02364 0.01547 0.10205 1.053 1.313 -0.485 -0.9321 -0.0844 0.0279 0.3511 7.69424 -10.35777 0.00459 15.56975 0.01028 15.765 -0.048 0.158 -4.091 0.083 -0.017 0.988 630800
0.02589 0.01426 0.10177 1.056 1.321 -0.405 -0.9335 -0.0869 0.0283 0.3466 7.82396 -10.19663 0.00532 15.55512 0.01214 15.754 -0.042 0.184 -4.091 0.084 -0.018 0.988 630900
0.01966 0.01549 0.10380 1.207 1.186 -0.380 -0.9355 -0.0867 0.0278 0.3415 7.89889 -10.10702 0.00603 15.57477 0.01324 15.763 -0.049 0.203 -4.090 0.085 -0.019 0.988 631000
0.02494 0.01550 0.10410 1.063 1.325 -0.446 -0.9370 -0.0890 0.0282 0.3367 8.03352 -9.94300 0.00800 15.51619 0.01266 15.749 -0.046 0.195 -4.089 0.085 -0.020 0.988 631100
0.02182 0.01648 0.10548 1.147 1.411 -0.530 -0.9389 -0.0888 0.0276 0.3315 8.10742 -9.84904 0.00521 15.43059 0.01163 15.730 -0.048 0.179 -4.086 0.086 -0.020 0.988 631200
0.02013 0.01747 0.10694 1.032 1.341 -0.340 -0.9403 -0.0912 0.0280 0.3267 8.24035 -9.67500 0.01466 15.66381 0.01094 15.742 -0.045 0.169 -4.088 0.087 -0.021 0.988 631300
0.01567 0.01748 0.10751 1.128 1.331 -0.493 -0.9422 -0.0907 0.0272 0.3215 8.31470 -9.57805 0.01597 15.71139 0.01237 15.765 -0.051 0.188 -4.091 0.087 -0.021 0.988 631400
0.01394 0.01749 0.10872 1.140 1.410 -0.439 -0.9436 -0.0929 0.0274 0.3166 8.44346 -9.39772 0.01541 15.50020 0.01233 15.753 -0.043 0.189 -4.089 0.088 -0.022 0.988 631500
0.01191 0.01872 0.10898 1.153 1.322 -0.390 -0.9456 -0.0921 0.0266 0.3110 8.51529 -9.29773 0.01671 15.53146 0.00976 15.754 -0.050 0.153 -4.089 0.088 -0.022 0.988 631600
0.01090 0.01751 0.11010 1.206 1.479 -0.454 -0.9471 -0.0941 0.0267 0.3058 8.64319 -9.11489 0.02410 15.54545 0.01049 15.755 -0.038 0.160 -4.090 0.089 -0.022 0.988 631700
0.00983 0.01874 0.11023 1.022 1.523 -0.444 -0.9490 -0.0931 0.0258 0.3002 8.71444 -9.01203 0.02773 15.60974 0.01172 15.751 -0.043 0.178 -4.091 0.089 -0.022 0.988 631800
0.01210 0.01875 0.10995 0.950 1.449 -0.430 -0.9504 -0.0952 0.0259 0.2950 8.84089 -8.82462 0.02735 15.52989 0.01161 15.738 -0.046 0.178 -4.091 0.090 -0.023 0.988 631900
0.00885 0.01973 0.11036 1.046 1.458 -0.486 -0.9522 -0.0942 0.0251 0.2894 8.91143 -8.72011 0.02568 15.46174 0.01176 15.726 -0.056 0.180 -4.090 0.090 -0.023 0.988 632000
0.01321 0.01877 0.11103 1.089 1.513 -0.526 -0.9536 -0.0964 0.0252 0.2843 9.03836 -8.52578 0.02581 15.47085 0.01261 15.720 -0.050 0.192 -4.088 0.091 -0.023 0.988 632100
0.01106 0.01975 0.11228 0.936 1.406 -0.437 -0.9554 -0.0955 0.0244 0.2785 9.10727 -8.41705 0.02792 15.59652 0.01323 15.727 -0.067 0.203 -4.089 0.091 -0.024 0.988 632200
0.00800 0.01976 0.11269 1.071 1.563 -0.323 -0.9567 -0.0976 0.0244 0.2733 9.23092 -8.21598 0.02777 15.66988 0.01252 15.746 -0.052 0.194 -4.092 0.092 -0.025 0.988 632300
0.00378 0.02074 0.11323 0.967 1.572 -0.481 -0.9585 -0.0964 0.0235 0.2674 9.29572 -8.10302 0.02738 15.53491 0.01163 15.737 -0.058 0.180 -4.093 0.092 -0.025 0.988 632400
0.00403 0.02076 0.11444 0.919 1.605 -0.393 -0.9598 -0.0983 0.0233 0.2621 9.41288 -7.89749 0.03363 15.66497 0.01380 15.744 -0.051 0.210 -4.096 0.092 -0.026 0.988 632500
-0.00043 0.02077 0.11501 0.934 1.588 -0.450 -0.9616 -0.0968 0.0223 0.2560 9.47296 -7.78217 0.03542 15.52173 0.01288 15.733 -0.060 0.199 -4.096 0.092 -0.027 0.988 632600
0.00087 0.02077 0.11485 0.907 1.718 -0.388 -0.9628 -0.0985 0.0222 0.2507 9.58836 -7.57452 0.03621 15.53403 0.01157 15.722 -0.047 0.180 -4.096 0.093 -0.027 0.988 632700
-0.00044 0.02078 0.11501 0.879 1.629 -0.403 -0.9645 -0.0970 0.0212 0.2446 9.65166 -7.45763 0.03673 15.75424 0.01055 15.745 -0.051 0.164 -4.102 0.091 -0.027 0.988 632800
0.00086 0.02078 0.11485 0.833 1.661 -0.487 -0.9657 -0.0986 0.0211 0.2393 9.76438 -7.25080 0.03534 15.53930 0.01260 15.733 -0.048 0.191 -4.103 0.092 -0.028 0.988 632900
-0.00061 0.02078 0.11380 0.910 1.604 -0.424 -0.9673 -0.0970 0.0202 0.2335 9.82571 -7.13789 0.03399 15.47376 0.01253 15.723 -0.056 0.193 -4.102 0.092 -0.028 0.988 633000
0.00384 0.02079 0.11323 0.880 1.681 -0.388 -0.9684 -0.0988 0.0199 0.2282 9.93050 -6.92531 0.03385 15.61976 0.01177 15.732 -0.043 0.182 -4.104 0.092 -0.029 0.988 633100
0.00277 0.02080 0.11335 0.969 1.611 -0.584 -0.9699 -0.0974 0.0189 0.2223 9.98745 -6.80777 0.03240 15.47348 0.01170 15.730 -0.050 0.179 -4.104 0.093 -0.029 0.988 633200
