Time	UTC	GPS_lat(deg)	GPS_long(deg)	AIR_DATA:airspeed	IMU_ACCEL:az	IMU_ACCEL:ay	IMU_ACCEL:ax	IMU_MAG:mz	IMU_MAG:my	IMU_MAG:mx	IMU_GYRO:gr	IMU_GYRO:gq	IMU_GYRO:gp	WIND_INFO_RET:airspeed	WIND_INFO_RET:up	WIND_INFO_RET:north	WIND_INFO_RET:east	AOA:angle	GPS:climb	GPS:speed	GPS:course	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
30.520	13:03:28.386	43.462279201	1.273088679	0.	-9.764648	0.	0.947266	0.729492	-0.125488	-0.538574	0.026367	0.009033	0.013672	-0.001562	0.657193	-0.066897	-0.111545	-0.445562	-15	3	0	-0.034813	2.849312	0.003655
30.570	13:03:28.436	43.462279201	1.273088679	0.	-9.754883	0.001953	0.942383	0.744141	-0.147461	-0.530762	0.026367	0.007812	0.013672	-0.001562	0.657193	-0.066897	-0.111545	-0.445562	-15	3	0	-0.034923	2.848133	0.003856
30.620	13:03:28.486	43.462279201	1.273088679	0.	-9.771484	-0.016602	0.954102	0.73584	-0.115234	-0.526855	0.026367	0.008301	0.013672	-0.000978	0.659851	-0.065472	-0.110515	-0.445562	-15	3	0	-0.035065	2.844792	0.003903
30.670	13:03:28.536	43.462279201	1.273088679	0.	-9.791016	-0.001953	0.970703	0.727539	-0.129395	-0.532715	0.026367	0.007812	0.010986	-0.000978	0.659851	-0.065472	-0.110515	-0.445562	-15	3	0	-0.035597	2.846288	0.003451
30.720	13:03:28.586	43.462279201	1.273088679	0.	-9.779297	-0.003906	0.960938	0.740234	-0.127441	-0.526855	0.026367	0.007812	0.015381	-0.001653	0.652176	-0.06625	-0.111328	-0.445562	-11	3	0	-0.035942	2.851461	0.003106
30.770	13:03:28.636	43.462279201	1.273088679	0.	-9.728516	-0.003906	0.93457	0.742188	-0.135254	-0.526855	0.026367	0.008301	0.013672	-0.001653	0.652176	-0.06625	-0.111328	-0.445562	-11	3	0	-0.036152	2.849293	0.003027
30.820	13:03:28.686	43.462279201	1.273088679	0.	-9.762695	-0.008789	0.942383	0.733887	-0.123047	-0.51709	0.026367	0.008301	0.012695	-0.001193	0.641536	-0.070284	-0.114162	-0.445562	-11	3	0	-0.036267	2.849196	0.00287
30.870	13:03:28.736	43.462279201	1.273088679	0.	-9.759766	-0.006836	0.956055	0.746582	-0.125488	-0.520996	0.0271	0.007812	0.013672	-0.001193	0.641536	-0.070284	-0.114162	-0.445562	-11	3	0	-0.035088	2.848967	0.002938
30.920	13:03:28.786	43.462279291	1.273088677	0.	-9.759766	-0.016602	0.96582	0.740234	-0.125488	-0.51709	0.025879	0.007324	0.011475	-0.001005	0.634028	-0.073258	-0.115212	-0.445562	-5	4	0	-0.034326	2.848989	0.002964
30.970	13:03:28.836	43.462279291	1.273088677	0.	-9.738281	0.013672	0.9375	0.744141	-0.137695	-0.528809	0.026367	0.007812	0.016357	-0.001005	0.634028	-0.073258	-0.115212	-0.445562	-5	4	0	-0.033839	2.851501	0.002986
31.020	13:03:28.886	43.462279291	1.273088677	0.	-9.743164	-0.018555	0.925781	0.771484	-0.117188	-0.528809	0.0271	0.007812	0.010986	-0.00192	0.632748	-0.068671	-0.116085	-0.445562	-5	4	0	-0.033489	2.8519	0.00318
31.070	13:03:28.936	43.462279291	1.273088677	0.	-9.75	-0.001953	0.944336	0.725098	-0.131348	-0.526855	0.025879	0.007324	0.012207	-0.00192	0.632748	-0.068671	-0.116085	-0.445562	-5	4	0	-0.034161	2.851807	0.003659
31.120	13:03:28.986	43.462279381	1.273088674	0.	-9.757812	-0.013672	0.960938	0.742188	-0.141602	-0.534668	0.025879	0.009033	0.014893	-0.002221	0.633196	-0.061525	-0.116208	-0.445562	-15	4	0	-0.034746	2.850523	0.004179
31.170	13:03:29.036	43.462279381	1.273088674	0.	-9.741211	0.006836	0.963867	0.752441	-0.131348	-0.538574	0.026367	0.008301	0.011475	-0.002221	0.633196	-0.061525	-0.116208	-0.445562	-15	4	0	-0.035156	2.850439	0.004524
31.220	13:03:29.086	43.462279381	1.273088674	0.	-9.733398	-0.001953	0.944336	0.752441	-0.111328	-0.528809	0.025879	0.008301	0.013672	-0.000919	0.632525	-0.060731	-0.113926	-0.445562	-15	4	0	-0.035424	2.850695	0.004691
31.270	13:03:29.136	43.462279381	1.273088674	0.	-9.748047	0.006836	0.944336	0.754883	-0.133301	-0.524902	0.026367	0.008301	0.013184	-0.000919	0.632525	-0.060731	-0.113926	-0.445562	-15	4	0	-0.034956	2.849984	0.003978
31.320	13:03:29.186	43.462279381	1.273088674	0.	-9.759766	-0.016602	0.930664	0.752441	-0.137695	-0.526855	0.025879	0.007324	0.013672	-0.001144	0.62701	-0.06254	-0.11241	-0.445562	-2	5	0	-0.034331	2.848733	0.003008
31.370	13:03:29.236	43.462279381	1.273088674	0.	-9.75	-0.003906	0.947266	0.737793	-0.137695	-0.524902	0.025879	0.007812	0.013184	-0.001144	0.62701	-0.06254	-0.11241	-0.445562	-2	5	0	-0.033927	2.84768	0.002388
31.420	13:03:29.286	43.462279381	1.273088674	0.	-9.754883	-0.003906	0.942383	0.756836	-0.123047	-0.541992	0.026367	0.008301	0.01416	-0.002553	0.619146	-0.061013	-0.120295	-0.445562	-2	5	0	-0.033679	2.846606	0.001967
31.470	13:03:29.336	43.462279381	1.273088674	0.	-9.731445	-0.018555	0.947266	0.737793	-0.127441	-0.528809	0.026367	0.007324	0.01416	-0.002553	0.619146	-0.061013	-0.120295	-0.445562	-2	5	0	-0.033548	2.846863	0.00194
31.520	13:03:29.386	43.462279383	1.273088798	0.	-9.743164	0.003906	0.960938	0.737793	-0.129395	-0.524902	0.026367	0.008301	0.013184	-0.002086	0.616997	-0.05729	-0.127698	-0.445562	-3	4	0	-0.033532	2.846571	0.002038
31.570	13:03:29.436	43.462279383	1.273088798	0.	-9.797852	-0.003906	0.939453	0.748535	-0.135254	-0.522949	0.026367	0.007812	0.014893	-0.002086	0.616997	-0.05729	-0.127698	-0.445562	-3	4	0	-0.033521	2.848716	0.002144
31.620	13:03:29.486	43.462279383	1.273088798	0.	-9.746094	0.003906	0.932617	0.775879	-0.123047	-0.543945	0.026367	0.007812	0.011475	-0.001278	0.622578	-0.052204	-0.129335	-0.445562	-3	4	0	-0.033528	2.84794	0.002236
31.670	13:03:29.536	43.462279383	1.273088798	0.	-9.736328	-0.026367	0.925781	0.73584	-0.135254	-0.524902	0.026367	0.007812	0.014893	-0.001278	0.622578	-0.052204	-0.129335	-0.445562	-3	4	0	-0.03354	2.84849	0.002297
31.720	13:03:29.586	43.462279473	1.273088795	0.	-9.743164	-0.001953	0.93457	0.752441	-0.127441	-0.541992	0.026367	0.007812	0.012207	-0.001527	0.628208	-0.047473	-0.129656	-0.445562	-13	4	0	-0.033535	2.847146	0.002559
31.770	13:03:29.636	43.462279473	1.273088795	0.	-9.736328	0.006836	0.963867	0.754883	-0.137695	-0.526855	0.025879	0.008301	0.013184	-0.001527	0.628208	-0.047473	-0.129656	-0.445562	-13	4	0	-0.033561	2.847426	0.002662
31.820	13:03:29.686	43.462279473	1.273088795	0.	-9.754883	-0.021484	0.977539	0.752441	-0.111328	-0.545898	0.026367	0.007812	0.013184	-0.001419	0.631989	-0.043597	-0.129983	-0.445562	-13	4	0	-0.033565	2.848015	0.002789
31.870	13:03:29.736	43.462279473	1.273088795	0.	-9.764648	-0.013672	0.96582	0.76123	-0.139648	-0.536621	0.026367	0.007324	0.012695	-0.001419	0.631989	-0.043597	-0.129983	-0.445562	-13	4	0	-0.033603	2.849537	0.002856
31.920	13:03:29.786	43.462279383	1.273088798	0.	-9.748047	-0.021484	0.947266	0.727539	-0.129395	-0.530762	0.0271	0.007812	0.01416	-0.001475	0.634642	-0.040603	-0.130807	-0.445562	-16	7	0	-0.035479	2.848152	0.002967
31.970	13:03:29.836	43.462279383	1.273088798	0.	-9.75293	-0.003906	0.952148	0.752441	-0.127441	-0.520996	0.026367	0.007812	0.012207	-0.001475	0.634642	-0.040603	-0.130807	-0.445562	-16	7	0	-0.036769	2.847194	0.003044
32.020	13:03:29.886	43.462279383	1.273088798	0.	-9.75293	-0.003906	0.939453	0.737793	-0.127441	-0.520996	0.026367	0.007812	0.01416	-0.000384	0.629615	-0.046162	-0.129409	-0.445562	-16	7	0	-0.037553	2.846476	0.003095
32.070	13:03:29.936	43.462279383	1.273088798	0.	-9.724609	-0.011719	0.952148	0.737793	-0.143555	-0.530762	0.026367	0.007812	0.012207	-0.000384	0.629615	-0.046162	-0.129409	-0.445562	-16	7	0	-0.038089	2.845231	0.003138
32.120	13:03:29.986	43.462279293	1.273088800	0.	-9.75	-0.026367	0.952148	0.746582	-0.125488	-0.528809	0.0271	0.009033	0.014893	0.000959	0.6238	-0.057697	-0.125942	-0.445562	-14	4	0	-0.037695	2.843169	0.003627
32.170	13:03:30.036	43.462279293	1.273088800	0.	-9.733398	-0.023438	0.949219	0.737793	-0.129395	-0.530762	0.0271	0.008301	0.012207	0.000959	0.6238	-0.057697	-0.125942	-0.445562	-14	4	0	-0.037237	2.843287	0.004145
32.220	13:03:30.086	43.462279293	1.273088800	0.	-9.776367	-0.008789	0.932617	0.742188	-0.127441	-0.520996	0.025879	0.007812	0.012207	0.000505	0.617067	-0.066321	-0.119961	-0.445562	-14	4	0	-0.036952	2.842668	0.004369
32.270	13:03:30.136	43.462279293	1.273088800	0.	-9.762695	-0.003906	0.93457	0.727539	-0.129395	-0.513184	0.026367	0.007812	0.014893	0.000505	0.617067	-0.066321	-0.119961	-0.445562	-14	4	0	-0.036762	2.843815	0.004579
32.320	13:03:30.186	43.462279201	1.273088679	0.	-9.776367	0.	0.932617	0.748535	-0.133301	-0.524902	0.0271	0.007812	0.011475	-0.000375	0.609649	-0.070912	-0.114754	-0.445562	-9	6	0	-0.03689	2.845005	0.004752
32.370	13:03:30.236	43.462279201	1.273088679	0.	-9.748047	-0.016602	0.954102	0.744141	-0.131348	-0.532715	0.025879	0.007812	0.015869	-0.000375	0.609649	-0.070912	-0.114754	-0.445562	-9	6	0	-0.037017	2.845812	0.004871
32.420	13:03:30.286	43.462279201	1.273088679	0.	-9.771484	0.011719	0.954102	0.740234	-0.135254	-0.528809	0.025879	0.008301	0.012695	-0.000251	0.606177	-0.074867	-0.111035	-0.445562	-9	6	0	-0.037083	2.84609	0.005038
32.470	13:03:30.336	43.462279201	1.273088679	0.	-9.767578	0.	0.96582	0.744141	-0.131348	-0.51709	0.0271	0.007812	0.01416	-0.000251	0.606177	-0.074867	-0.111035	-0.445562	-9	6	0	-0.037113	2.84502	0.005016
32.520	13:03:30.386	43.462279111	1.273088682	0.	-9.743164	-0.003906	0.947266	0.752441	-0.141602	-0.532715	0.0271	0.007812	0.01416	-0.000251	0.606177	-0.074867	-0.111035	-0.445562	-11	7	0	-0.037392	2.843815	0.004969
32.570	13:03:30.436	43.462279111	1.273088682	0.	-9.743164	-0.001953	0.9375	0.731445	-0.127441	-0.530762	0.0271	0.007812	0.012207	-0.000251	0.606177	-0.074867	-0.111035	-0.445562	-11	7	0	-0.037721	2.844529	0.004772
32.620	13:03:30.486	43.462279111	1.273088682	0.	-9.748047	-0.006836	0.958984	0.742188	-0.137695	-0.528809	0.0271	0.007812	0.013184	0.000195	0.602098	-0.084713	-0.107127	-0.445562	-11	7	0	-0.037899	2.844333	0.004631
32.670	13:03:30.536	43.462279111	1.273088682	0.	-9.748047	-0.006836	0.956055	0.73584	-0.129395	-0.528809	0.0271	0.008301	0.012695	0.000195	0.602098	-0.084713	-0.107127	-0.445562	-11	7	0	-0.037996	2.842663	0.004539
32.720	13:03:30.586	43.462278933	1.273088810	0.	-9.743164	-0.006836	0.949219	0.748535	-0.131348	-0.540527	0.026367	0.008301	0.012695	0.000309	0.60307	-0.091729	-0.106565	-0.445562	-6	9	0	-0.038175	2.841894	0.004019
32.770	13:03:30.636	43.462278933	1.273088810	0.	-9.726562	0.	0.920898	0.733887	-0.125488	-0.540527	0.0271	0.007812	0.012695	0.000309	0.60307	-0.091729	-0.106565	-0.445562	-6	9	0	-0.038426	2.84157	0.003173
32.820	13:03:30.686	43.462278933	1.273088810	0.	-9.75293	0.021484	0.96582	0.744141	-0.129395	-0.51709	0.026367	0.008301	0.012207	0.000314	0.604192	-0.099697	-0.107583	-0.445562	-6	9	0	-0.038571	2.843066	0.00258
32.870	13:03:30.736	43.462278933	1.273088810	0.	-9.736328	-0.021484	0.947266	0.744141	-0.135254	-0.536621	0.026367	0.008301	0.014893	0.000314	0.604192	-0.099697	-0.107583	-0.445562	-6	9	0	-0.038642	2.846264	0.002227
32.920	13:03:30.786	43.462278933	1.273088810	0.	-9.75	-0.001953	0.96582	0.73584	-0.133301	-0.520996	0.025879	0.008301	0.012207	0.000201	0.604648	-0.108602	-0.110403	-0.445562	-6	13	0	-0.037095	2.845943	0.002001
32.970	13:03:30.836	43.462278933	1.273088810	0.	-9.743164	0.	0.944336	0.73584	-0.125488	-0.524902	0.026367	0.007812	0.01416	0.000201	0.604648	-0.108602	-0.110403	-0.445562	-6	13	0	-0.034136	2.844655	0.001835
33.020	13:03:30.886	43.462278933	1.273088810	0.	-9.728516	-0.013672	0.9375	0.73584	-0.131348	-0.524902	0.026367	0.007324	0.012207	-0.001216	0.606993	-0.107598	-0.113096	-0.445562	-6	13	0	-0.032217	2.847675	0.001739
33.070	13:03:30.936	43.462278933	1.273088810	0.	-9.724609	0.001953	0.932617	0.746582	-0.137695	-0.528809	0.0271	0.008301	0.013184	-0.001216	0.606993	-0.107598	-0.113096	-0.445562	-6	13	0	-0.030945	2.849905	0.001649
33.120	13:03:30.986	43.462278931	1.273088687	0.	-9.769531	0.016602	0.954102	0.752441	-0.127441	-0.524902	0.025879	0.008301	0.01416	-0.003734	0.612267	-0.089925	-0.116696	-0.445562	-7	6	0	-0.030626	2.846388	0.00202
33.170	13:03:31.036	43.462278931	1.273088687	0.	-9.746094	-0.011719	0.942383	0.725098	-0.131348	-0.520996	0.026367	0.008301	0.013184	-0.003734	0.612267	-0.089925	-0.116696	-0.445562	-7	6	0	-0.03212	2.84798	0.003436
33.220	13:03:31.086	43.462278931	1.273088687	0.	-9.767578	0.006836	0.942383	0.737793	-0.129395	-0.522949	0.027588	0.008301	0.01416	-0.004647	0.614246	-0.071122	-0.119551	-0.445562	-7	6	0	-0.03307	2.848419	0.004333
33.270	13:03:31.136	43.462278931	1.273088687	0.	-9.764648	-0.013672	0.958984	0.748535	-0.133301	-0.530762	0.026367	0.009033	0.012695	-0.004647	0.614246	-0.071122	-0.119551	-0.445562	-7	6	0	-0.03375	2.847485	0.004937
33.320	13:03:31.186	43.462278931	1.273088687	0.	-9.741211	0.013672	0.954102	0.73584	-0.123047	-0.524902	0.026367	0.007812	0.014893	-0.002472	0.615258	-0.061367	-0.113774	-0.445562	-7	6	0	-0.034179	2.844135	0.005337
33.370	13:03:31.236	43.462278931	1.273088687	0.	-9.733398	-0.018555	0.96582	0.767578	-0.123047	-0.540527	0.025879	0.007812	0.012207	-0.002472	0.615258	-0.061367	-0.113774	-0.445562	-7	6	0	-0.035983	2.845777	0.004817
33.420	13:03:31.286	43.462278931	1.273088687	0.	-9.764648	0.013672	0.947266	0.737793	-0.139648	-0.532715	0.0271	0.007812	0.012695	-0.001251	0.618879	-0.058164	-0.111656	-0.445562	-7	6	0	-0.037553	2.845394	0.004196
33.470	13:03:31.336	43.462278931	1.273088687	0.	-9.743164	0.021484	0.960938	0.744141	-0.121094	-0.519043	0.026367	0.008301	0.012695	-0.001251	0.618879	-0.058164	-0.111656	-0.445562	-7	6	0	-0.038558	2.843647	0.003832
33.520	13:03:31.386	43.462278749	1.273088568	0.	-9.75293	-0.001953	0.947266	0.744141	-0.135254	-0.528809	0.025879	0.007812	0.012207	0.000675	0.619508	-0.070073	-0.112609	-0.445562	-4	11	0	-0.039205	2.844242	0.003547
33.570	13:03:31.436	43.462278749	1.273088568	0.	-9.757812	0.011719	0.952148	0.73584	-0.137695	-0.530762	0.025879	0.007812	0.013672	0.000675	0.619508	-0.070073	-0.112609	-0.445562	-4	11	0	-0.037884	2.844981	0.00265
33.620	13:03:31.486	43.462278749	1.273088568	0.	-9.762695	-0.003906	0.963867	0.73584	-0.131348	-0.519043	0.026367	0.007812	0.013184	0.00197	0.62211	-0.085398	-0.110319	-0.445562	-4	11	0	-0.036589	2.844467	0.001941
33.670	13:03:31.536	43.462278749	1.273088568	0.	-9.795898	-0.003906	0.956055	0.742188	-0.133301	-0.534668	0.0271	0.008301	0.012695	0.00197	0.62211	-0.085398	-0.110319	-0.445562	-4	11	0	-0.035705	2.846283	0.00145
33.720	13:03:31.586	43.462278753	1.273088815	0.	-9.767578	-0.006836	0.952148	0.742188	-0.119141	-0.532715	0.026367	0.007812	0.013184	-0.000667	0.625536	-0.089463	-0.116644	-0.445562	-5	4	0	-0.035107	2.84701	0.001143
33.770	13:03:31.636	43.462278753	1.273088815	0.	-9.762695	0.008789	0.960938	0.73584	-0.137695	-0.532715	0.026367	0.007324	0.013184	-0.000667	0.625536	-0.089463	-0.116644	-0.445562	-5	4	0	-0.035567	2.849716	0.001428
33.820	13:03:31.686	43.462278753	1.273088815	0.	-9.743164	-0.011719	0.952148	0.744141	-0.133301	-0.528809	0.026367	0.007324	0.013184	-0.001788	0.628117	-0.087037	-0.121015	-0.445562	-5	4	0	-0.036374	2.846609	0.001902
33.870	13:03:31.736	43.462278753	1.273088815	0.	-9.754883	-0.021484	0.958984	0.742188	-0.131348	-0.522949	0.025879	0.008301	0.012207	-0.001788	0.628117	-0.087037	-0.121015	-0.445562	-5	4	0	-0.036896	2.848197	0.002232
33.920	13:03:31.786	43.462278753	1.273088815	0.	-9.757812	0.003906	0.952148	0.733887	-0.129395	-0.513184	0.026367	0.008301	0.012207	-0.000114	0.631673	-0.089301	-0.117937	-0.445562	-11	7	0	-0.037218	2.848724	0.002411
33.970	13:03:31.836	43.462278753	1.273088815	0.	-9.757812	-0.011719	0.9375	0.733887	-0.131348	-0.534668	0.026367	0.008301	0.01416	-0.000114	0.631673	-0.089301	-0.117937	-0.445562	-11	7	0	-0.037017	2.849914	0.002535
34.020	13:03:31.886	43.462278753	1.273088815	0.	-9.805664	0.003906	0.956055	0.744141	-0.129395	-0.528809	0.0271	0.007812	0.012207	-0.000342	0.630785	-0.09425	-0.114991	-0.446697	-11	7	0	-0.036423	2.847151	0.002586
34.070	13:03:31.936	43.462278753	1.273088815	0.	-9.764648	-0.006836	0.947266	0.73584	-0.127441	-0.522949	0.025879	0.009033	0.013672	-0.000342	0.630785	-0.09425	-0.114991	-0.446697	-11	7	0	-0.036	2.847017	0.002577
34.120	13:03:31.986	43.462278753	1.273088815	0.	-9.762695	-0.018555	0.942383	0.750488	-0.127441	-0.530762	0.026367	0.008301	0.013672	-0.001962	0.622672	-0.095029	-0.114253	-0.444427	-7	1	0	-0.035706	2.84638	0.002649
34.170	13:03:32.036	43.462278753	1.273088815	0.	-9.75293	-0.02832	0.960938	0.744141	-0.133301	-0.530762	0.025391	0.007324	0.011475	-0.001962	0.622672	-0.095029	-0.114253	-0.445562	-7	1	0	-0.035681	2.848341	0.002728
34.220	13:03:32.086	43.462278753	1.273088815	0.	-9.769531	-0.016602	0.942383	0.740234	-0.139648	-0.540527	0.0271	0.008301	0.013184	-0.001388	0.621076	-0.093792	-0.114881	-0.445562	-7	1	0	-0.036099	2.848563	0.003042
34.270	13:03:32.136	43.462278753	1.273088815	0.	-9.767578	-0.006836	0.939453	0.740234	-0.121094	-0.520996	0.0271	0.007812	0.012695	-0.001388	0.621076	-0.093792	-0.114881	-0.445562	-7	1	0	-0.036361	2.84675	0.00334
34.320	13:03:32.186	43.462278755	1.273088939	0.	-9.728516	0.	0.956055	0.742188	-0.137695	-0.530762	0.0271	0.008301	0.012207	-0.000657	0.620622	-0.094642	-0.113233	-0.446697	-19	5	0	-0.036512	2.847189	0.003461
34.370	13:03:32.236	43.462278755	1.273088939	0.	-9.78418	-0.001953	0.939453	0.73584	-0.123047	-0.524902	0.027588	0.007324	0.013672	-0.000657	0.620622	-0.094642	-0.113233	-0.445562	-19	5	0	-0.036622	2.846128	0.003583
34.420	13:03:32.286	43.462278755	1.273088939	0.	-9.769531	-0.023438	0.954102	0.750488	-0.135254	-0.522949	0.0271	0.007812	0.012695	-0.000307	0.620289	-0.097249	-0.111322	-0.445562	-19	5	0	-0.036564	2.846472	0.00294
34.470	13:03:32.336	43.462278755	1.273088939	0.	-9.72168	-0.008789	0.930664	0.733887	-0.127441	-0.513184	0.026367	0.007812	0.012695	-0.000307	0.620289	-0.097249	-0.111322	-0.445562	-19	5	0	-0.036489	2.847301	0.002468
34.520	13:03:32.386	43.462278847	1.273089060	0.	-9.764648	-0.001953	0.954102	0.729492	-0.131348	-0.522949	0.025879	0.007812	0.013672	-0.001199	0.60867	-0.100594	-0.113327	-0.445562	-20	5	0	-0.036422	2.847576	0.002193
34.570	13:03:32.436	43.462278847	1.273089060	0.	-9.776367	-0.006836	0.939453	0.756836	-0.135254	-0.528809	0.0271	0.008301	0.013184	-0.001199	0.60867	-0.100594	-0.113327	-0.445562	-20	5	0	-0.036422	2.847576	0.002193
34.620	13:03:32.486	43.462278847	1.273089060	0.	-9.741211	0.001953	0.9375	0.744141	-0.135254	-0.528809	0.0271	0.009521	0.013672	-0.001256	0.59501	-0.103477	-0.116447	-0.445562	-20	5	0	-0.036424	2.848222	0.001534
34.670	13:03:32.536	43.462278847	1.273089060	0.	-9.724609	0.001953	0.939453	0.729492	-0.129395	-0.520996	0.0271	0.007812	0.012207	-0.001256	0.59501	-0.103477	-0.116447	-0.445562	-20	5	0	-0.036451	2.849358	0.001255
34.720	13:03:32.586	43.462278848	1.273089184	0.	-9.738281	-0.003906	0.942383	0.748535	-0.131348	-0.524902	0.0271	0.008301	0.013184	-0.000815	0.583894	-0.106474	-0.119535	-0.445562	-25	7	0	-0.036474	2.850954	0.001072
34.770	13:03:32.636	43.462278848	1.273089184	0.	-9.757812	0.001953	0.956055	0.746582	-0.131348	-0.536621	0.026367	0.007324	0.012207	-0.000815	0.583894	-0.106474	-0.119535	-0.445562	-25	7	0	-0.036422	2.851192	0.001454
34.820	13:03:32.686	43.462278848	1.273089184	0.	-9.754883	0.001953	0.954102	0.742188	-0.135254	-0.515137	0.025879	0.007324	0.013672	-0.000928	0.571399	-0.109017	-0.121901	-0.445562	-25	7	0	-0.036238	2.84956	0.003036
34.870	13:03:32.736	43.462278848	1.273089184	0.	-9.771484	0.	0.9375	0.748535	-0.125488	-0.528809	0.026367	0.007812	0.012695	-0.000928	0.571399	-0.109017	-0.121901	-0.445562	-25	7	0	-0.036079	2.847625	0.004152
34.920	13:03:32.786	43.462278848	1.273089184	0.	-9.759766	0.011719	0.939453	0.727539	-0.133301	-0.530762	0.026367	0.007324	0.013184	-0.00152	0.558135	-0.107102	-0.114703	-0.446697	-19	7	0	-0.035998	2.848384	0.004818
34.970	13:03:32.836	43.462278848	1.273089184	0.	-9.743164	-0.003906	0.960938	0.737793	-0.123047	-0.532715	0.026367	0.007812	0.013184	-0.00152	0.558135	-0.107102	-0.114703	-0.445562	-19	7	0	-0.035922	2.847779	0.005414
35.020	13:03:32.886	43.462278848	1.273089184	0.	-9.762695	-0.003906	0.949219	0.746582	-0.143555	-0.530762	0.026367	0.008301	0.012207	-0.001268	0.550322	-0.10445	-0.108373	-0.445562	-19	7	0	-0.035894	2.84504	0.006133
35.070	13:03:32.936	43.462278848	1.273089184	0.	-9.764648	-0.001953	0.952148	0.733887	-0.127441	-0.522949	0.026367	0.007812	0.01416	-0.001268	0.550322	-0.10445	-0.108373	-0.445562	-19	7	0	-0.035866	2.847469	0.006597
35.120	13:03:32.986	43.462278757	1.273089063	0.	-9.733398	-0.013672	0.927734	0.729492	-0.125488	-0.522949	0.026367	0.008301	0.012207	-0.001116	0.546355	-0.102387	-0.103444	-0.445562	-21	10	0	-0.03584	2.8485	0.006884
35.170	13:03:33.036	43.462278757	1.273089063	0.	-9.764648	0.013672	0.949219	0.729492	-0.127441	-0.528809	0.025879	0.007324	0.013184	-0.001116	0.546355	-0.102387	-0.103444	-0.446697	-21	10	0	-0.035843	2.852645	0.006985
35.220	13:03:33.086	43.462278757	1.273089063	0.	-9.757812	-0.003906	0.949219	0.758789	-0.135254	-0.530762	0.026367	0.008301	0.013184	-0.000703	0.546509	-0.100841	-0.100083	-0.445562	-21	10	0	-0.036149	2.851034	0.005976
35.270	13:03:33.136	43.462278757	1.273089063	0.	-9.786133	-0.016602	0.93457	0.737793	-0.121094	-0.519043	0.0271	0.007812	0.012695	-0.000703	0.546509	-0.100841	-0.100083	-0.445562	-21	10	0	-0.036345	2.849432	0.005232
35.320	13:03:33.186	43.462278755	1.273088939	0.	-9.743164	-0.013672	0.96582	0.73584	-0.127441	-0.524902	0.025879	0.007324	0.012695	-0.000789	0.543898	-0.103114	-0.103945	-0.445562	-24	6	0	-0.036472	2.847863	0.004775
35.370	13:03:33.236	43.462278755	1.273088939	0.	-9.75	-0.008789	0.960938	0.746582	-0.127441	-0.51709	0.0271	0.007324	0.012695	-0.000789	0.543898	-0.103114	-0.103945	-0.445562	-24	6	0	-0.036552	2.849469	0.004417
35.420	13:03:33.286	43.462278755	1.273088939	0.	-9.771484	0.008789	0.927734	0.750488	-0.115234	-0.530762	0.025879	0.007324	0.012695	-0.000418	0.541343	-0.107079	-0.1092	-0.445562	-24	6	0	-0.036942	2.850149	0.005295
35.470	13:03:33.336	43.462278755	1.273088939	0.	-9.789062	-0.006836	0.942383	0.737793	-0.129395	-0.526855	0.0271	0.008301	0.012695	-0.000418	0.541343	-0.107079	-0.1092	-0.445562	-24	6	0	-0.037196	2.851454	0.005901
35.520	13:03:33.386	43.462278663	1.273088818	0.	-9.762695	-0.001953	0.944336	0.731445	-0.143555	-0.526855	0.026367	0.007812	0.012695	-0.000491	0.534506	-0.110688	-0.107273	-0.445562	-28	12	0	-0.037335	2.848974	0.006248
35.570	13:03:33.436	43.462278663	1.273088818	0.	-9.738281	-0.016602	0.932617	0.740234	-0.121094	-0.526855	0.026367	0.008301	0.013184	-0.000491	0.534506	-0.110688	-0.107273	-0.445562	-28	12	0	-0.03744	2.847219	0.006485
35.620	13:03:33.486	43.462278663	1.273088818	0.	-9.767578	0.	0.952148	0.756836	-0.135254	-0.530762	0.025879	0.008301	0.012207	-0.00031	0.525831	-0.114672	-0.103151	-0.445562	-28	12	0	-0.037775	2.846742	0.005483
35.670	13:03:33.536	43.462278663	1.273088818	0.	-9.762695	-0.006836	0.939453	0.727539	-0.123047	-0.522949	0.026367	0.007812	0.013184	-0.00031	0.525831	-0.114672	-0.103151	-0.445562	-28	12	0	-0.037984	2.844861	0.004818
35.720	13:03:33.586	43.462278663	1.273088818	0.	-9.72168	-0.006836	0.947266	0.727539	-0.127441	-0.51123	0.026367	0.008301	0.011475	-0.000519	0.516488	-0.121185	-0.104971	-0.445562	-15	10	0	-0.038119	2.846015	0.004346
35.770	13:03:33.636	43.462278663	1.273088818	0.	-9.762695	0.	0.942383	0.748535	-0.129395	-0.526855	0.026367	0.008301	0.013184	-0.000519	0.516488	-0.121185	-0.104971	-0.445562	-15	10	0	-0.038208	2.846116	0.003994
35.820	13:03:33.686	43.462278663	1.273088818	0.	-9.75	-0.006836	0.939453	0.750488	-0.125488	-0.534668	0.025879	0.009033	0.013672	0.000845	0.51789	-0.12837	-0.107486	-0.445562	-15	10	0	-0.036205	2.846386	0.003693
