# Wind Estimator
#
# Q = diag( 1.00000000 1.00000000 1.00000000 0.01000000 0.01000000 0.01000000 0.00000001 )
# R = diag( 0.25000000 0.25000000 0.25000000 0.25000000 0.00000400 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az q1 q2 q3 q4 vkx vky vkz va aoa u v w wx wy wz vas t
-0.03836 0.07632 0.18990 3.440 2.238 -1.005 0.8589 0.1696 -0.1071 -0.4713 5.93479 -16.78167 0.31220 19.71323 -0.00987 20.012 0.003 -0.197 -4.842 0.088 0.041 0.983 414700
-0.03992 0.07730 0.18910 3.349 2.362 -0.951 0.8648 0.1655 -0.1026 -0.4628 6.17342 -16.61403 0.31097 19.83398 -0.01037 20.057 -0.065 -0.208 -4.858 0.093 0.038 0.983 414800
-0.03449 0.07317 0.18742 3.195 2.306 -1.053 0.8688 0.1684 -0.1018 -0.4545 6.59616 -16.30364 0.31122 19.69359 -0.00914 19.989 0.030 -0.183 -4.849 0.094 0.029 0.983 414900
-0.02639 0.07097 0.18511 3.057 2.416 -1.125 0.8743 0.1644 -0.0975 -0.4461 6.82244 -16.12959 0.30916 19.88902 -0.01037 20.073 -0.029 -0.209 -4.877 0.103 0.025 0.983 415000
-0.02628 0.06880 0.18413 3.106 2.353 -0.924 0.8779 0.1677 -0.0969 -0.4379 7.22490 -15.80804 0.30334 19.67081 -0.01027 19.975 0.068 -0.205 -4.867 0.103 0.020 0.983 415100
-0.02117 0.06880 0.18345 2.957 2.378 -0.922 0.8833 0.1640 -0.0932 -0.4292 7.44008 -15.62616 0.30355 19.69928 -0.00957 19.971 -0.020 -0.191 -4.867 0.103 0.019 0.983 415200
-0.02970 0.06881 0.18236 2.904 2.502 -0.989 0.8866 0.1673 -0.0928 -0.4210 7.82624 -15.30106 0.31158 19.85899 -0.01023 20.046 0.097 -0.206 -4.891 0.113 0.007 0.983 415300
-0.04069 0.06784 0.18277 2.727 2.469 -0.896 0.8919 0.1629 -0.0887 -0.4125 8.03063 -15.11888 0.31260 19.67893 -0.00798 19.969 0.011 -0.159 -4.886 0.113 0.003 0.983 415400
-0.02898 0.06346 0.18028 2.814 2.568 -0.974 0.8952 0.1655 -0.0880 -0.4044 8.39408 -14.78276 0.31152 19.87503 -0.01055 20.053 0.124 -0.212 -4.914 0.123 -0.007 0.983 415500
-0.04436 0.06566 0.17906 2.646 2.629 -0.989 0.9001 0.1611 -0.0841 -0.3960 8.58895 -14.59488 0.31181 19.66106 -0.01110 19.959 0.039 -0.221 -4.908 0.120 0.002 0.983 415600
-0.03377 0.06031 0.17548 2.618 2.673 -1.036 0.9032 0.1634 -0.0833 -0.3880 8.93172 -14.24717 0.30337 19.57443 -0.00823 19.896 0.123 -0.164 -4.889 0.119 -0.008 0.983 415700
-0.03643 0.06153 0.17358 2.546 2.508 -0.955 0.9076 0.1593 -0.0798 -0.3800 9.11751 -14.05383 0.30009 19.54519 -0.00836 19.867 0.049 -0.166 -4.870 0.116 -0.009 0.983 415800
-0.03320 0.05812 0.17219 2.567 2.569 -1.085 0.9105 0.1616 -0.0791 -0.3723 9.44189 -13.70898 0.30112 19.65210 -0.01029 19.907 0.151 -0.205 -4.872 0.118 -0.016 0.983 415900
-0.02604 0.05812 0.17001 2.339 2.630 -1.085 0.9147 0.1575 -0.0759 -0.3642 9.61552 -13.51754 0.29989 19.65783 -0.00965 19.912 0.084 -0.192 -4.877 0.119 -0.019 0.983 416000
-0.02282 0.05618 0.16862 2.319 2.815 -1.005 0.9174 0.1602 -0.0753 -0.3564 9.91794 -13.16402 0.29276 19.57804 -0.00861 19.866 0.171 -0.171 -4.868 0.122 -0.031 0.983 416100
-0.01890 0.05497 0.16809 2.228 2.709 -0.967 0.9214 0.1565 -0.0722 -0.3484 10.08033 -12.96784 0.29141 19.79188 -0.01005 19.964 0.123 -0.201 -4.899 0.125 -0.038 0.983 416200
-0.02842 0.05499 0.16713 2.323 2.532 -0.978 0.9238 0.1594 -0.0717 -0.3407 10.36682 -12.61403 0.29302 19.49283 -0.00898 19.831 0.199 -0.177 -4.877 0.126 -0.045 0.983 416300
-0.03503 0.05304 0.16697 2.070 2.806 -0.963 0.9277 0.1550 -0.0686 -0.3327 10.52228 -12.41731 0.29140 19.64761 -0.00826 19.884 0.139 -0.165 -4.885 0.127 -0.053 0.983 416400
-0.02443 0.04868 0.16561 2.004 2.720 -0.920 0.9301 0.1573 -0.0677 -0.3250 10.78415 -12.05431 0.29159 19.60175 -0.00957 19.861 0.225 -0.190 -4.887 0.129 -0.059 0.983 416500
-0.03665 0.05089 0.16398 1.923 2.645 -0.996 0.9338 0.1530 -0.0648 -0.3170 10.92270 -11.85475 0.29231 19.53895 -0.01031 19.824 0.146 -0.204 -4.882 0.128 -0.054 0.983 416600
-0.02814 0.04773 0.16166 1.873 2.760 -0.972 0.9360 0.1551 -0.0641 -0.3095 11.17624 -11.49370 0.28530 19.54687 -0.01146 19.816 0.231 -0.227 -4.879 0.129 -0.055 0.983 416700
-0.02736 0.04993 0.15956 1.812 2.671 -1.048 0.9394 0.1511 -0.0616 -0.3016 11.30909 -11.29379 0.28051 19.62084 -0.00906 19.851 0.172 -0.180 -4.891 0.130 -0.063 0.983 416800
-0.02418 0.04556 0.15793 1.746 2.746 -0.953 0.9413 0.1533 -0.0608 -0.2944 11.53947 -10.93219 0.28002 19.82131 -0.00893 19.952 0.288 -0.179 -4.934 0.134 -0.084 0.983 416900
-0.01928 0.04459 0.15727 1.636 2.744 -1.020 0.9445 0.1496 -0.0585 -0.2867 11.66019 -10.73398 0.28069 19.53300 -0.00915 19.828 0.219 -0.181 -4.927 0.135 -0.087 0.983 417000
-0.01583 0.04460 0.15585 1.887 2.714 -0.920 0.9462 0.1521 -0.0579 -0.2796 11.87746 -10.37248 0.28199 19.43007 -0.00963 19.758 0.299 -0.190 -4.906 0.138 -0.091 0.983 417100
-0.01298 0.04461 0.15448 1.618 2.596 -1.035 0.9492 0.1487 -0.0558 -0.2718 11.99390 -10.17396 0.28144 19.59226 -0.00870 19.824 0.234 -0.173 -4.915 0.138 -0.098 0.983 417200
-0.01950 0.04342 0.15411 1.626 2.787 -0.899 0.9508 0.1513 -0.0551 -0.2645 12.19390 -9.81201 0.27630 19.62860 -0.00910 19.845 0.324 -0.181 -4.929 0.140 -0.111 0.983 417300
-0.02598 0.04245 0.15493 1.497 2.717 -1.118 0.9537 0.1473 -0.0529 -0.2567 12.29839 -9.60993 0.26995 19.65007 -0.00948 19.860 0.262 -0.188 -4.948 0.139 -0.118 0.983 417400
-0.01746 0.04027 0.15285 1.457 2.726 -0.909 0.9553 0.1494 -0.0522 -0.2497 12.48351 -9.24755 0.27288 19.56899 -0.00948 19.821 0.346 -0.188 -4.952 0.141 -0.127 0.983 417500
-0.02639 0.04150 0.15177 1.408 2.690 -0.913 0.9580 0.1455 -0.0501 -0.2420 12.58123 -9.04919 0.27241 19.55666 -0.00996 19.811 0.279 -0.197 -4.956 0.140 -0.127 0.983 417600
-0.01993 0.03836 0.15094 1.400 2.756 -0.942 0.9595 0.1475 -0.0492 -0.2351 12.74677 -8.68783 0.27333 19.56753 -0.00945 19.808 0.364 -0.187 -4.963 0.142 -0.135 0.983 417700
-0.01902 0.04032 0.14982 1.218 2.695 -0.982 0.9620 0.1438 -0.0473 -0.2275 12.83349 -8.48965 0.27343 19.59849 -0.00999 19.822 0.301 -0.198 -4.976 0.139 -0.137 0.983 417800
-0.01474 0.03717 0.14927 1.299 2.687 -0.982 0.9632 0.1460 -0.0466 -0.2207 12.99137 -8.13130 0.27331 19.53890 -0.00935 19.794 0.381 -0.185 -4.978 0.142 -0.144 0.983 417900
-0.01176 0.03718 0.14887 1.187 2.776 -0.915 0.9656 0.1426 -0.0449 -0.2129 13.07431 -7.93115 0.27316 19.48102 -0.01063 19.760 0.305 -0.210 -4.973 0.142 -0.140 0.983 418000
-0.00640 0.03720 0.14720 1.184 2.748 -0.934 0.9667 0.1451 -0.0442 -0.2061 13.21564 -7.57384 0.27280 19.41940 -0.01116 19.717 0.371 -0.220 -4.960 0.145 -0.138 0.983 418100
-0.00439 0.03722 0.14692 1.106 2.692 -0.967 0.9688 0.1420 -0.0426 -0.1986 13.28888 -7.37950 0.27337 19.32230 -0.00885 19.659 0.283 -0.174 -4.934 0.151 -0.138 0.983 418200
-0.00875 0.03627 0.14626 1.103 2.818 -0.890 0.9698 0.1447 -0.0420 -0.1916 13.41562 -7.01745 0.27376 19.54425 -0.00974 19.747 0.367 -0.193 -4.950 0.149 -0.146 0.983 418300
-0.01630 0.03628 0.14624 1.027 2.602 -0.923 0.9719 0.1412 -0.0403 -0.1841 13.48303 -6.82237 0.27415 19.27942 -0.00989 19.627 0.275 -0.193 -4.923 0.156 -0.140 0.983 418400
-0.00985 0.03410 0.14541 0.981 2.791 -0.900 0.9728 0.1434 -0.0397 -0.1773 13.60219 -6.46545 0.27499 19.40719 -0.00826 19.664 0.347 -0.163 -4.920 0.159 -0.150 0.983 418500
-0.01756 0.03631 0.14418 1.021 2.765 -1.006 0.9747 0.1399 -0.0381 -0.1699 13.66725 -6.26970 0.27459 19.36859 -0.00938 19.648 0.277 -0.184 -4.914 0.161 -0.150 0.983 418600
-0.01233 0.03316 0.14351 0.919 2.791 -0.954 0.9756 0.1419 -0.0374 -0.1632 13.77598 -5.91424 0.27373 19.43635 -0.00885 19.673 0.352 -0.174 -4.919 0.161 -0.158 0.983 418700
-0.01044 0.03537 0.14226 0.882 2.639 -0.932 0.9773 0.1386 -0.0360 -0.1559 13.83065 -5.72167 0.27461 19.42516 -0.00823 19.672 0.287 -0.162 -4.924 0.160 -0.164 0.983 418800
-0.00593 0.03101 0.14168 0.845 2.745 -0.920 0.9781 0.1409 -0.0351 -0.1493 13.91890 -5.36557 0.27426 19.34015 -0.01067 19.620 0.356 -0.209 -4.918 0.163 -0.161 0.983 418900
-0.00512 0.03224 0.14156 0.858 2.692 -0.856 0.9796 0.1379 -0.0338 -0.1419 13.96601 -5.17150 0.27610 19.33125 -0.00952 19.607 0.284 -0.186 -4.912 0.165 -0.159 0.983 419000
0.00036 0.03227 0.14086 0.741 2.798 -0.983 0.9803 0.1405 -0.0331 -0.1352 14.04732 -4.81598 0.28462 19.24151 -0.01012 19.551 0.341 -0.198 -4.896 0.171 -0.156 0.983 419100
0.00117 0.03229 0.14073 0.671 2.763 -1.003 0.9817 0.1378 -0.0319 -0.1278 14.08897 -4.62081 0.28508 19.51082 -0.00932 19.672 0.294 -0.184 -4.925 0.159 -0.160 0.983 419200
-0.00418 0.03231 0.14020 0.701 2.712 -0.894 0.9821 0.1403 -0.0312 -0.1215 14.16412 -4.26957 0.28479 19.48607 -0.00808 19.679 0.381 -0.159 -4.946 0.155 -0.173 0.983 419300
-0.00846 0.03110 0.14074 0.569 2.639 -0.956 0.9835 0.1371 -0.0300 -0.1143 14.20231 -4.07933 0.28355 19.19175 -0.00924 19.537 0.296 -0.180 -4.921 0.165 -0.168 0.983 419400
-0.00299 0.03015 0.14003 0.626 2.796 -0.931 0.9839 0.1393 -0.0293 -0.1078 14.26429 -3.73138 0.28335 19.25726 -0.00942 19.541 0.358 -0.184 -4.911 0.171 -0.170 0.983 419500
-0.00763 0.03113 0.13963 0.549 2.633 -0.970 0.9851 0.1362 -0.0282 -0.1007 14.29655 -3.53928 0.28309 19.30210 -0.00880 19.559 0.294 -0.172 -4.910 0.172 -0.172 0.983 419600
-0.00447 0.02896 0.13824 0.605 2.763 -0.962 0.9855 0.1384 -0.0274 -0.0943 14.34803 -3.18935 0.28407 19.41954 -0.01007 19.614 0.378 -0.198 -4.928 0.165 -0.177 0.983 419700
-0.00233 0.03118 0.13893 0.431 2.701 -0.944 0.9866 0.1354 -0.0263 -0.0870 14.37315 -2.99816 0.28461 19.44409 -0.01050 19.636 0.323 -0.206 -4.949 0.154 -0.177 0.983 419800
0.00083 0.02901 0.13754 0.393 2.754 -0.922 0.9868 0.1379 -0.0255 -0.0807 14.41672 -2.65165 0.29050 19.37952 -0.00903 19.608 0.400 -0.177 -4.958 0.152 -0.184 0.983 419900
0.00068 0.03024 0.13754 0.371 2.665 -0.955 0.9878 0.1352 -0.0245 -0.0735 14.43562 -2.46121 0.29345 19.21641 -0.00885 19.525 0.324 -0.172 -4.944 0.160 -0.182 0.983 420000
0.00832 0.02905 0.13656 0.292 2.622 -0.966 0.9879 0.1377 -0.0237 -0.0672 14.46665 -2.11798 0.29230 19.21390 -0.00694 19.504 0.380 -0.136 -4.932 0.169 -0.190 0.983 420100
0.00828 0.02907 0.13752 0.251 2.609 -0.927 0.9887 0.1354 -0.0227 -0.0601 14.48215 -1.92929 0.29404 19.36009 -0.00856 19.569 0.328 -0.168 -4.944 0.162 -0.193 0.983 420200
0.00503 0.03031 0.13795 0.228 2.793 -0.912 0.9887 0.1381 -0.0219 -0.0538 14.50712 -1.58068 0.29685 19.23648 -0.01018 19.513 0.396 -0.198 -4.938 0.166 -0.190 0.983 420300
-0.00021 0.02911 0.13861 0.289 2.662 -0.890 0.9895 0.1354 -0.0210 -0.0468 14.51660 -1.39168 0.29539 19.29824 -0.01063 19.535 0.336 -0.208 -4.943 0.162 -0.185 0.983 420400
0.00308 0.02816 0.13819 0.256 2.777 -0.910 0.9894 0.1378 -0.0201 -0.0403 14.52945 -1.04968 0.30330 19.28352 -0.00929 19.527 0.401 -0.181 -4.947 0.161 -0.187 0.983 420500
-0.00156 0.02916 0.13779 0.058 2.694 -0.971 0.9901 0.1351 -0.0192 -0.0330 14.52905 -0.86057 0.30328 19.23583 -0.00738 19.499 0.329 -0.144 -4.944 0.163 -0.191 0.983 420600
0.00172 0.02723 0.13738 0.072 2.665 -0.941 0.9900 0.1374 -0.0184 -0.0266 14.53468 -0.51663 0.30316 19.28962 -0.00876 19.517 0.394 -0.171 -4.951 0.161 -0.196 0.983 420700
0.00374 0.03042 0.13709 0.084 2.590 -0.956 0.9905 0.1347 -0.0175 -0.0198 14.53648 -0.32993 0.30410 19.27628 -0.00899 19.515 0.339 -0.175 -4.955 0.158 -0.195 0.983 420800
0.00702 0.02727 0.13667 0.093 2.644 -1.005 0.9903 0.1373 -0.0166 -0.0136 14.53251 0.01195 0.31094 19.24840 -0.00941 19.498 0.412 -0.183 -4.957 0.158 -0.196 0.983 420900
0.00590 0.02826 0.13679 0.019 2.654 -0.950 0.9907 0.1348 -0.0159 -0.0066 14.52856 0.19960 0.31267 19.32758 -0.01124 19.535 0.361 -0.219 -4.969 0.147 -0.190 0.983 421000
0.01450 0.02828 0.13568 0.014 2.713 -0.971 0.9904 0.1374 -0.0149 -0.0003 14.51616 0.53642 0.31388 19.22458 -0.00962 19.488 0.423 -0.187 -4.967 0.150 -0.191 0.983 421100
0.01326 0.02830 0.13680 -0.086 2.646 -0.840 0.9907 0.1353 -0.0141 0.0067 14.50644 0.72136 0.31564 19.47729 -0.00795 19.608 0.388 -0.157 -5.000 0.125 -0.202 0.983 421200
0.01025 0.02834 0.13720 -0.059 2.699 -0.902 0.9903 0.1381 -0.0130 0.0128 14.47998 1.06204 0.31508 19.07961 -0.00800 19.427 0.435 -0.154 -4.977 0.147 -0.203 0.983 421300
0.00464 0.02836 0.13692 -0.084 2.711 -0.950 0.9905 0.1356 -0.0122 0.0199 14.46274 1.25189 0.31500 19.29769 -0.00986 19.506 0.386 -0.192 -4.987 0.137 -0.200 0.983 421400
0.00707 0.02740 0.13760 -0.076 2.714 -0.905 0.9900 0.1380 -0.0113 0.0263 14.43294 1.58660 0.32314 19.25638 -0.00881 19.495 0.446 -0.172 -4.991 0.135 -0.203 0.983 421500
0.00461 0.02937 0.13691 -0.255 2.584 -0.965 0.9902 0.1354 -0.0105 0.0334 14.41404 1.77063 0.32270 19.34648 -0.00758 19.539 0.394 -0.148 -5.006 0.122 -0.209 0.983 421600
0.00596 0.02745 0.13674 -0.117 2.713 -0.953 0.9896 0.1380 -0.0095 0.0396 14.37442 2.11202 0.32211 19.27231 -0.00694 19.510 0.465 -0.135 -5.011 0.122 -0.219 0.983 421700
0.00798 0.03064 0.13646 -0.283 2.650 -0.877 0.9896 0.1355 -0.0088 0.0466 14.34872 2.29920 0.32404 19.20464 -0.00866 19.472 0.401 -0.168 -5.008 0.125 -0.215 0.983 421800
0.01126 0.02749 0.13604 -0.327 2.698 -0.972 0.9890 0.1382 -0.0076 0.0529 14.29634 2.63209 0.33029 19.04188 -0.00758 19.379 0.445 -0.146 -4.986 0.148 -0.214 0.983 421900
0.00906 0.02849 0.13729 -0.296 2.619 -0.936 0.9889 0.1360 -0.0069 0.0601 14.26564 2.81739 0.33234 19.27930 -0.00730 19.478 0.390 -0.143 -4.997 0.137 -0.217 0.983 422000
0.01864 0.02852 0.13605 -0.351 2.752 -0.989 0.9881 0.1390 -0.0057 0.0664 14.20401 3.16042 0.33344 19.15502 -0.00830 19.425 0.457 -0.161 -4.993 0.142 -0.216 0.983 422100
0.01631 0.02853 0.13634 -0.365 2.624 -0.963 0.9878 0.1371 -0.0050 0.0736 14.16866 3.34763 0.33294 19.41179 -0.01013 19.546 0.419 -0.198 -5.019 0.111 -0.215 0.983 422200
0.01246 0.03173 0.13783 -0.451 2.659 -1.004 0.9869 0.1400 -0.0039 0.0800 14.10224 3.68708 0.34006 19.23074 -0.00707 19.476 0.482 -0.137 -5.023 0.112 -0.222 0.983 422300
0.00818 0.02955 0.13837 -0.346 2.546 -1.012 0.9866 0.1375 -0.0032 0.0872 14.06410 3.87210 0.34062 19.10764 -0.00904 19.409 0.404 -0.175 -5.011 0.123 -0.213 0.983 422400
0.00929 0.02861 0.13823 -0.520 2.782 -0.872 0.9857 0.1401 -0.0019 0.0934 13.98514 4.20650 0.34378 19.16553 -0.00819 19.420 0.476 -0.159 -5.009 0.127 -0.214 0.983 422500
0.01009 0.03082 0.13810 -0.604 2.629 -0.986 0.9853 0.1377 -0.0012 0.1007 13.93824 4.39137 0.34310 19.27600 -0.01003 19.473 0.421 -0.195 -5.020 0.111 -0.208 0.983 422600
0.01132 0.02865 0.13697 -0.535 2.711 -0.925 0.9843 0.1404 -0.0000 0.1070 13.85211 4.72398 0.35037 19.18589 -0.00778 19.436 0.486 -0.151 -5.021 0.113 -0.212 0.983 422700
0.01310 0.03306 0.13671 -0.581 2.602 -0.978 0.9838 0.1381 0.0006 0.1141 13.80210 4.90792 0.35435 19.18830 -0.00887 19.433 0.426 -0.172 -5.021 0.111 -0.207 0.983 422800
0.01639 0.02966 0.13630 -0.585 2.602 -1.031 0.9826 0.1411 0.0019 0.1204 13.70919 5.24388 0.35293 19.26439 -0.01152 19.467 0.503 -0.224 -5.030 0.097 -0.202 0.983 422900
0.01321 0.03090 0.13767 -0.731 2.617 -0.964 0.9820 0.1390 0.0025 0.1276 13.65630 5.42875 0.35273 19.10910 -0.00811 19.399 0.429 -0.157 -5.023 0.109 -0.200 0.983 423000
0.02488 0.03190 0.13740 -0.824 2.657 -0.926 0.9808 0.1420 0.0040 0.1339 13.55169 5.75964 0.36157 19.14757 -0.00844 19.402 0.495 -0.164 -5.021 0.114 -0.201 0.983 423100
0.02157 0.03314 0.13781 -0.850 2.618 -0.881 0.9800 0.1402 0.0047 0.1412 13.49024 5.93998 0.36414 19.08070 -0.00732 19.367 0.420 -0.142 -5.013 0.126 -0.199 0.983 423200
0.02086 0.03317 0.13889 -0.792 2.584 -0.959 0.9786 0.1433 0.0063 0.1474 13.37289 6.26992 0.36463 18.99024 -0.00847 19.308 0.471 -0.163 -4.999 0.148 -0.194 0.983 423300
0.01671 0.03197 0.14039 -0.777 2.584 -0.967 0.9778 0.1412 0.0070 0.1547 13.30709 6.45095 0.36376 19.16882 -0.00878 19.384 0.417 -0.170 -5.003 0.139 -0.191 0.983 423400
0.01701 0.03102 0.14159 -0.951 2.691 -0.925 0.9763 0.1442 0.0085 0.1610 13.17871 6.78591 0.36472 19.06329 -0.00722 19.336 0.484 -0.139 -4.999 0.150 -0.195 0.983 423500
0.01806 0.03421 0.14144 -0.923 2.690 -1.073 0.9754 0.1420 0.0091 0.1685 13.10515 6.97156 0.36281 19.24151 -0.01047 19.417 0.437 -0.203 -5.010 0.125 -0.190 0.983 423600
0.01819 0.03325 0.14142 -0.864 2.782 -0.974 0.9738 0.1449 0.0106 0.1748 12.97515 7.29950 0.37041 19.32291 -0.00636 19.475 0.528 -0.124 -5.030 0.100 -0.206 0.983 423700
0.02093 0.03644 0.14105 -1.062 2.562 -0.966 0.9728 0.1427 0.0112 0.1822 12.90122 7.47881 0.37297 19.05368 -0.00787 19.354 0.445 -0.152 -5.022 0.115 -0.201 0.983 423800
0.02532 0.03427 0.14147 -0.979 2.647 -1.058 0.9711 0.1460 0.0130 0.1886 12.75156 7.81213 0.37949 19.01682 -0.00891 19.314 0.509 -0.172 -5.013 0.132 -0.195 0.983 423900
0.02035 0.03430 0.14431 -1.114 2.584 -0.968 0.9699 0.1440 0.0137 0.1960 12.66723 7.99237 0.38360 19.36970 -0.00824 19.480 0.482 -0.161 -5.033 0.088 -0.200 0.983 424000
0.03199 0.03529 0.14379 -1.143 2.670 -1.030 0.9681 0.1473 0.0155 0.2023 12.51660 8.32011 0.38344 19.26454 -0.00919 19.456 0.569 -0.178 -5.043 0.069 -0.201 0.983 424100
0.02673 0.03531 0.14445 -1.122 2.616 -0.934 0.9667 0.1456 0.0162 0.2098 12.42773 8.49969 0.38262 19.12617 -0.00916 19.392 0.498 -0.177 -5.040 0.072 -0.194 0.983 424200
0.02583 0.03754 0.14580 -1.337 2.698 -0.936 0.9648 0.1490 0.0182 0.2162 12.25826 8.82749 0.39275 19.06388 -0.00809 19.347 0.567 -0.156 -5.035 0.087 -0.192 0.983 424300
0.02264 0.03658 0.14718 -1.241 2.695 -0.919 0.9633 0.1471 0.0189 0.2237 12.16242 9.00789 0.39248 19.17088 -0.00781 19.393 0.509 -0.152 -5.037 0.080 -0.191 0.983 424400
0.02085 0.03660 0.14742 -1.348 2.651 -1.006 0.9613 0.1501 0.0207 0.2302 11.98342 9.33133 0.40238 19.15877 -0.00860 19.388 0.586 -0.167 -5.040 0.076 -0.191 0.983 424500
0.02395 0.03979 0.14798 -1.409 2.642 -0.936 0.9597 0.1481 0.0214 0.2378 11.88354 9.50882 0.40437 19.14499 -0.00918 19.383 0.520 -0.178 -5.039 0.071 -0.183 0.983 424600
0.02289 0.03859 0.14812 -1.469 2.567 -1.029 0.9576 0.1513 0.0234 0.2442 11.69239 9.83694 0.41241 19.13560 -0.00847 19.375 0.602 -0.164 -5.040 0.072 -0.183 0.983 424700
0.02602 0.04177 0.14892 -1.477 2.411 -0.956 0.9559 0.1492 0.0240 0.2519 11.58681 10.01270 0.41273 19.24565 -0.00677 19.431 0.546 -0.132 -5.047 0.052 -0.189 0.983 424800
0.03066 0.03984 0.14931 -1.526 2.566 -0.985 0.9535 0.1527 0.0262 0.2584 11.38402 10.33815 0.41905 18.94639 -0.00671 19.290 0.599 -0.129 -5.038 0.089 -0.185 0.983 424900
0.02298 0.04083 0.15029 -1.495 2.692 -0.950 0.9517 0.1507 0.0269 0.2661 11.27002 10.51659 0.42070 19.20618 -0.00823 19.398 0.553 -0.160 -5.041 0.071 -0.183 0.983 425000
0.03722 0.04305 0.15066 -1.610 2.600 -0.980 0.9492 0.1543 0.0293 0.2726 11.05313 10.84004 0.43260 19.23100 -0.01019 19.420 0.654 -0.198 -5.045 0.050 -0.179 0.983 425100
0.03268 0.04307 0.15123 -1.665 2.514 -0.909 0.9472 0.1526 0.0301 0.2803 10.93195 11.01460 0.43316 19.18328 -0.00815 19.406 0.593 -0.158 -5.046 0.040 -0.175 0.983 425200
0.03212 0.04407 0.15327 -1.744 2.587 -0.893 0.9446 0.1561 0.0326 0.2869 10.70352 11.33207 0.43260 19.17868 -0.00739 19.400 0.679 -0.143 -5.050 0.036 -0.180 0.983 425300
0.02782 0.04311 0.15381 -1.716 2.422 -0.947 0.9425 0.1541 0.0333 0.2947 10.57341 11.50514 0.43191 19.24127 -0.00860 19.433 0.623 -0.167 -5.052 0.015 -0.177 0.983 425400
0.02500 0.04191 0.15541 -1.851 2.559 -0.967 0.9397 0.1576 0.0357 0.3013 10.33215 11.82796 0.44037 19.26033 -0.00720 19.450 0.725 -0.140 -5.059 -0.000 -0.186 0.983 425500
0.03002 0.04632 0.15572 -1.946 2.453 -0.843 0.9375 0.1555 0.0364 0.3092 10.19554 12.00241 0.44410 19.07506 -0.00694 19.365 0.645 -0.134 -5.056 0.017 -0.180 0.983 425600
0.02825 0.04512 0.15596 -2.020 2.474 -0.910 0.9346 0.1588 0.0390 0.3160 9.93964 12.31303 0.44962 19.05057 -0.00653 19.334 0.712 -0.126 -5.054 0.038 -0.179 0.983 425700
0.02931 0.04953 0.15801 -1.957 2.503 -0.869 0.9322 0.1565 0.0396 0.3240 9.79805 12.48209 0.45426 19.08877 -0.00897 19.348 0.638 -0.173 -5.050 0.043 -0.167 0.983 425800
0.03590 0.04735 0.15815 -2.075 2.411 -0.812 0.9291 0.1603 0.0424 0.3307 9.53225 12.79386 0.46183 19.15048 -0.00901 19.374 0.728 -0.174 -5.050 0.039 -0.164 0.983 425900
0.02740 0.04859 0.16046 -2.098 2.557 -0.955 0.9265 0.1583 0.0431 0.3387 9.37850 12.96860 0.46226 19.01037 -0.00553 19.313 0.647 -0.106 -5.048 0.063 -0.161 0.983 426000
0.04560 0.05056 0.15909 -2.170 2.456 -0.894 0.9232 0.1620 0.0461 0.3455 9.09707 13.27170 0.47096 19.08500 -0.00785 19.331 0.729 -0.152 -5.048 0.068 -0.158 0.983 426100
0.03827 0.05057 0.16101 -2.170 2.409 -1.010 0.9203 0.1603 0.0470 0.3537 8.93738 13.43748 0.47121 19.26112 -0.00721 19.422 0.681 -0.140 -5.049 0.038 -0.160 0.983 426200
0.03969 0.05376 0.16305 -2.358 2.519 -0.921 0.9169 0.1639 0.0499 0.3604 8.64168 13.74031 0.48144 19.32933 -0.00793 19.471 0.800 -0.155 -5.053 0.003 -0.169 0.983 426300
0.03767 0.05280 0.16427 -2.308 2.371 -0.961 0.9140 0.1620 0.0507 0.3686 8.47511 13.90399 0.48073 18.96345 -0.00674 19.306 0.697 -0.129 -5.051 0.039 -0.156 0.983 426400
0.03267 0.05281 0.16615 -2.421 2.370 -0.865 0.9104 0.1655 0.0538 0.3753 8.16313 14.19873 0.48935 19.14430 -0.00651 19.364 0.795 -0.127 -5.054 0.039 -0.161 0.983 426500
0.03986 0.05697 0.16618 -2.403 2.392 -0.920 0.9073 0.1634 0.0546 0.3836 7.98915 14.36198 0.49344 19.10247 -0.00670 19.355 0.722 -0.129 -5.053 0.043 -0.155 0.983 426600
0.03608 0.05503 0.16791 -2.585 2.319 -0.965 0.9034 0.1672 0.0579 0.3905 7.66436 14.65506 0.49897 19.06758 -0.00674 19.331 0.801 -0.130 -5.055 0.057 -0.155 0.983 426700
0.04340 0.06139 0.16890 -2.698 2.248 -0.929 0.9001 0.1650 0.0586 0.3990 7.47771 14.81422 0.50258 19.10128 -0.00816 19.344 0.729 -0.158 -5.051 0.057 -0.145 0.983 426800
0.04809 0.05823 0.16953 -2.714 2.369 -0.926 0.8960 0.1690 0.0624 0.4058 7.13177 15.10041 0.50964 19.15303 -0.00736 19.368 0.833 -0.143 -5.053 0.052 -0.147 0.983 426900
0.03735 0.05922 0.17189 -2.702 2.157 -1.015 0.8924 0.1669 0.0632 0.4143 6.93700 15.25462 0.51071 19.22044 -0.00570 19.408 0.773 -0.111 -5.051 0.034 -0.151 0.983 427000
0.05804 0.06241 0.17241 -2.770 2.168 -0.931 0.8881 0.1710 0.0670 0.4213 6.57831 15.53665 0.51399 19.32343 -0.00822 19.467 0.893 -0.160 -5.050 0.000 -0.159 0.983 427100
